"","sp.t","GrossReturn","PriceReturn","inf.crsp.t","inf.crsp","crsp.adj.GR","crsp.adj.PR"
"332",19531030,1.051046,1.049806,19531030,1.003717,0.0471537295871247,0.0459183215986181
"333",19531130,1.023763,1.009879,19531130,0.996296,0.027569116005685,0.0136334984783639
"334",19531231,1.001713,0.998811,19531231,1,0.00171300000000008,-0.001189
"335",19540129,1.053486,1.052586,19540129,1,0.0534859999999999,0.052586
"336",19540226,1.012916,1.002343,19540226,1,0.0129159999999999,0.00234299999999998
"337",19540331,1.03053,1.028423,19540331,1,0.0305299999999999,0.0284230000000001
"338",19540430,1.048358,1.04714,19540430,0.996283,0.0522692849320925,0.051046740735313
"339",19540528,1.042777,1.033606,19540528,1.003731,0.0389008608880268,0.0297639506999385
"340",19540630,1.002467,1.000533,19540630,1,0.002467,0.000532999999999895
"341",19540730,1.058701,1.05778,19540730,1,0.0587010000000001,0.0577799999999999
"342",19540831,0.974106,0.965247,19540831,1,-0.025894,-0.034753
"343",19540930,1.0825,1.080888,19540930,0.996283,0.0865386642148867,0.0849206500562592
"344",19541029,0.982133,0.981341,19541029,1,-0.017867,-0.018659
"345",19541130,1.095774,1.082712,19541130,1,0.095774,0.0827119999999999
"346",19541231,1.054288,1.052361,19541231,0.996269,0.058236279559035,0.0563020629970421
"347",19550131,1.018076,1.017591,19550131,1,0.018076,0.0175909999999999
"348",19550228,1.013526,1.005446,19550228,1,0.0135259999999999,0.00544600000000006
"349",19550331,0.997758,0.996149,19550331,1,-0.00224199999999997,-0.00385100000000005
"350",19550429,1.039843,1.038885,19550429,1,0.0398430000000001,0.0388850000000001
"351",19550531,1.006433,0.998919,19550531,1,0.00643299999999991,-0.001081
"352",19550630,1.0813,1.07993,19550630,1,0.0812999999999999,0.0799300000000001
"353",19550729,1.057646,1.057068,19550729,1.003745,0.0536998938973543,0.0531240504311352
"354",19550831,0.999352,0.991687,19550831,1,-0.000647999999999982,-0.00831300000000001
"355",19550930,1.011286,1.010117,19550930,1.003731,0.00752691707240283,0.0063622623989894
"356",19551031,0.969532,0.969,19551031,1,-0.0304680000000001,-0.031
"357",19551130,1.087825,1.075124,19551130,1,0.087825,0.075124
"358",19551230,0.999691,0.998315,19551230,0.996283,0.00342071479690009,0.00203958112303426
"359",19560131,0.964943,0.963721,19560131,1,-0.035057,-0.036279
"360",19560229,1.041397,1.034458,19560229,1,0.0413969999999999,0.0344580000000001
"361",19560329,1.070328,1.069226,19560329,1,0.0703279999999999,0.069226
"362",19560430,0.999363,0.998575,19560430,1.003731,-0.00435176357011979,-0.00513683447059021
"363",19560531,0.941586,0.934024,19560531,1.003717,-0.0619009143015411,-0.0694349104379023
"364",19560629,1.03891,1.037762,19560629,1.007407,0.0312713729406289,0.0301318136562483
"365",19560731,1.051427,1.050619,19560731,1.007353,0.0437522894159246,0.0429501872729818
"366",19560831,0.967212,0.960024,19560831,0.99635,-0.0292447433130928,-0.036459075626035
"367",19560928,0.955978,0.954873,19560928,1.003663,-0.0475109673266824,-0.0486119344839852
"368",19561031,1.006619,1.005298,19561031,1.00365,0.0029582025606536,0.00164200667563397
"369",19561130,0.998079,0.988839,19561130,1,-0.00192099999999995,-0.011161
"370",19561231,1.036284,1.034442,19561231,1.003636,0.0325297219310587,0.0306943951791288
"371",19570131,0.959762,0.958431,19570131,1,-0.040238,-0.041569
"372",19570228,0.975081,0.967177,19570228,1.003623,-0.0284389656275315,-0.0363144328099296
"373",19570329,1.023827,1.020752,19570329,1.00361,0.0201442791522606,0.0170803399726989
"374",19570430,1.046538,1.045215,19570430,1.003597,0.0427870948199327,0.0414688365947686
"375",19570531,1.038734,1.033208,19570531,1.003584,0.035024472291308,0.0295182067470185
"376",19570628,0.999295,0.996368,19570627,1.003571,-0.00426078473770164,-0.00717736961311155
"377",19570731,1.009747,1.008217,19570731,1.007117,0.0026114145625582,0.00109222662312303
"378",19570830,0.951002,0.945822,19570830,1,-0.048998,-0.0541779999999999
"379",19570930,0.942121,0.939391,19570930,1,-0.057879,-0.060609
"380",19571031,0.961166,0.959451,19571031,1,-0.038834,-0.0405489999999999
"381",19571129,1.023703,1.016483,19571129,1.003534,0.0200979737607296,0.0129033993865679
"382",19571231,0.962578,0.958979,19571231,1,-0.037422,-0.041021
"383",19580131,1.045518,1.04433,19580131,1.007042,0.038206946681469,0.0370272540767913
"384",19580228,0.985891,0.979712,19580228,1,-0.014109,-0.020288
"385",19580331,1.033052,1.029736,19580331,1.006993,0.0258780349019307,0.0225850626568407
"386",19580430,1.033511,1.032038,19580430,1.003472,0.0299350654527482,0.0284671620134893
"387",19580529,1.021313,1.015503,19580529,1,0.0213129999999999,0.015503
"388",19580630,1.027998,1.024897,19580630,1,0.027998,0.0248969999999999
"389",19580731,1.04396,1.042418,19580731,1.00346,0.0403603531780041,0.038823670101449
"390",19580829,1.017999,1.01327,19580829,0.996552,0.0215212051152374,0.0167758431070328
"391",19580930,1.050837,1.047954,19580930,1,0.050837,0.0479540000000001
"392",19581031,1.02737,1.025878,19581031,1,0.0273699999999999,0.0258780000000001
"393",19581128,1.028617,1.023385,19581128,1.00346,0.0250702569110874,0.0198562972116476
"394",19581231,1.054112,1.051432,19581231,0.996552,0.0577591535614799,0.0550698809495138
"395",19590130,1.006331,1.005395,19590130,1.00346,0.00286110059195188,0.0019283279851714
"396",19590227,1.006711,1.00221,19590227,0.996552,0.0101941494272251,0.0056775762830239
"397",19590331,1.003352,1.000826,19590331,1,0.00335200000000002,0.000825999999999993
"398",19590430,1.040054,1.039093,19590430,1.00346,0.0364678213381699,0.0355101349331315
"399",19590529,1.023631,1.019043,19590529,1,0.023631,0.0190429999999999
"400",19590630,0.999275,0.996804,19590630,1.003448,-0.00415866093708883,-0.00662117020513253
"401",19590731,1.034504,1.033514,19590731,1.003436,0.0309616158878097,0.029975005879797
"402",19590831,0.988924,0.984821,19590831,1,-0.011076,-0.0151790000000001
"403",19590930,0.956818,0.954414,19590930,1.003425,-0.0464479158880834,-0.0488437102922491
"404",19591030,1.012574,1.011436,19591030,1.003413,0.00912983985656957,0.00799571063958693
"405",19591130,1.018486,1.013114,19591130,1,0.018486,0.0131140000000001
"406",19591231,1.029627,1.026911,19591231,1,0.0296270000000001,0.0269109999999999
"407",19600129,0.930067,0.929165,19600129,0.996599,-0.0667590475206177,-0.0676641256914767
"408",19600229,1.013922,1.009129,19600229,1.003413,0.0104732547814308,0.00569655764874466
"409",19600331,0.987434,0.984762,19600331,1,-0.012566,-0.015238
"410",19600429,0.983887,0.982903,19600429,1.003401,-0.0194478578355015,-0.0204285225946556
"411",19600531,1.033513,1.028312,19600531,1,0.0335129999999999,0.0283119999999999
"412",19600630,1.021802,1.019133,19600630,1.00339,0.01834979419767,0.0156898115388833
"413",19600729,0.977052,0.976187,19600729,1,-0.022948,-0.023813
"414",19600831,1.031467,1.026197,19600831,1,0.0314669999999999,0.026197
"415",19600930,0.941287,0.93908,19600930,1,-0.058713,-0.06092
"416",19601031,0.998921,0.997593,19601031,1.006757,-0.00778340751541828,-0.00910249444503486
"417",19601130,1.046081,1.039977,19601130,1,0.046081,0.0399769999999999
"418",19601230,1.048839,1.046597,19601230,1,0.0488390000000001,0.046597
"419",19610131,1.06432,1.063181,19610131,1,0.0643199999999999,0.0631809999999999
"420",19610228,1.032838,1.028612,19610228,1,0.0328379999999999,0.0286120000000001
"421",19610330,1.029345,1.027051,19610330,1,0.029345,0.0270509999999999
"422",19610428,1.004537,1.003843,19610428,1,0.00453700000000001,0.00384300000000004
"423",19610531,1.023553,1.018924,19610531,1,0.0235529999999999,0.0189239999999999
"424",19610630,0.973327,0.971275,19610630,1,-0.0266729999999999,-0.028725
"425",19610731,1.033795,1.033119,19610731,1.006711,0.0269034509407369,0.0262319573343293
"426",19610831,1.02473,1.019511,19610831,0.996667,0.0281568467702853,0.0229203936721092
"427",19610929,0.981326,0.980123,19610929,1.003344,-0.0219446172000829,-0.0231436077755984
"428",19611031,1.028175,1.026791,19611031,1,0.0281750000000001,0.026791
"429",19611130,1.045226,1.039324,19611130,1,0.045226,0.0393239999999999
"430",19611229,1.004696,1.003465,19611229,1,0.00469600000000003,0.00346500000000005
"431",19620131,0.962644,0.961308,19620131,1,-0.0373559999999999,-0.0386919999999999
"432",19620228,1.020592,1.016147,19620228,1.003333,0.0172016668444075,0.0127714328144295
"433",19620330,0.996158,0.994863,19620330,1,-0.00384200000000001,-0.00513699999999995
"434",19620430,0.938257,0.937557,19620430,1.003322,-0.0648495697293591,-0.0655472520287605
"435",19620531,0.920153,0.914501,19620531,1,-0.079847,-0.085499
"436",19620629,0.919331,0.917778,19620629,1,-0.080669,-0.082222
"437",19620731,1.065203,1.063969,19620731,1.003311,0.0616877518536125,0.0604578241442582
"438",19620831,1.021669,1.015803,19620831,1,0.0216689999999999,0.015803
"439",19620928,0.951184,0.949741,19620928,1.0033,-0.0519445828765076,-0.0533828366390912
"440",19621031,1.008313,1.006405,19621031,1,0.00831300000000001,0.00640499999999999
"441",19621130,1.108268,1.100528,19621130,1,0.108268,0.100528
"442",19621231,1.015534,1.01404,19621231,1,0.0155339999999999,0.0140400000000001
"443",19630131,1.050367,1.048957,19630131,1,0.0503670000000001,0.0489569999999999
"444",19630228,0.975811,0.970836,19630228,1,-0.024189,-0.029164
"445",19630329,1.036581,1.035156,19630329,1.003289,0.0331828615683016,0.031762533028868
"446",19630430,1.04907,1.048177,19630430,1,0.0490699999999999,0.0481769999999999
"447",19630531,1.019674,1.013844,19630531,1,0.019674,0.013844
"448",19630628,0.981395,0.980194,19630628,1.003279,-0.0218124768882834,-0.0230095516800412
"449",19630731,0.998179,0.996869,19630731,1.003268,-0.00507242332058833,-0.00637815618558557
"450",19630830,1.053466,1.048496,19630830,1,0.053466,0.0484960000000001
"451",19630930,0.989598,0.988421,19630930,1,-0.010402,-0.011579
"452",19631031,1.034825,1.03329,19631031,1.003257,0.0314655168117441,0.0299355000762516
"453",19631129,0.995513,0.988915,19631129,1,-0.00448700000000002,-0.011085
"454",19631231,1.026065,1.024651,19631231,1.003247,0.0227441497457754,0.0213347261442098
"455",19640131,1.027391,1.026373,19640131,1,0.0273909999999999,0.026373
"456",19640228,1.017015,1.012171,19640228,1,0.017015,0.0121709999999999
"457",19640331,1.017232,1.015814,19640331,1,0.0172319999999999,0.015814
"458",19640430,1.006192,1.005297,19640430,1,0.00619199999999998,0.00529700000000011
"459",19640528,1.016815,1.01146,19640528,1,0.016815,0.01146
"460",19640630,1.018084,1.016779,19640630,1.003236,0.0148001068542196,0.0134993162127357
"461",19640731,1.01891,1.017953,19640731,1.003226,0.0156335661157108,0.0146796434701655
"462",19640831,0.988379,0.983715,19640831,0.996785,-0.00843311245654788,-0.0131121555801903
"463",19640930,1.030399,1.029022,19640930,1.003226,0.0270856217841244,0.0257130497016627
"464",19641030,1.008745,1.007566,19641030,1,0.008745,0.00756599999999996
"465",19641130,1.001598,0.995412,19641130,1.003215,-0.00161181800511356,-0.00777799375009347
"466",19641231,1.005228,1.003803,19641231,1,0.00522800000000001,0.003803
"467",19650129,1.034791,1.033837,19650129,1,0.034791,0.0338369999999999
"468",19650226,1.003746,0.999147,19650226,1,0.00374600000000003,-0.000852999999999993
"469",19650331,0.987787,0.986315,19650331,1.003205,-0.0153687431781141,-0.0168360404902287
"470",19650430,1.035612,1.034769,19650430,1.003195,0.0323137575446448,0.0314734423516863
"471",19650528,0.996878,0.991646,19650528,1,-0.00312199999999996,-0.00835399999999997
"472",19650630,0.95312,0.951633,19650630,1.006369,-0.0529120034500269,-0.0543895926841945
"473",19650730,1.014486,1.013678,19650730,1,0.014486,0.0136780000000001
"474",19650831,1.02756,1.022473,19650831,1,0.02756,0.022473
"475",19650930,1.033366,1.032034,19650930,1,0.033366,0.0320339999999999
"476",19651029,1.028812,1.027737,19651029,1.003165,0.0255660833462092,0.0244944749866669
"477",19651130,0.996179,0.989694,19651130,1,-0.00382099999999996,-0.010306
"478",19651231,1.010349,1.009059,19651231,1.003155,0.00717137431403914,0.00588543146373177
"479",19660131,1.005705,1.004874,19660131,1,0.00570500000000007,0.00487400000000004
"480",19660228,0.98725,0.982452,19660228,1.006289,-0.0189200120442538,-0.023688026004458
"481",19660331,0.976959,0.975392,19660331,1.003125,-0.0260844859813084,-0.0276466043613707
"482",19660429,1.022158,1.02125,19660429,1.006231,0.0158283734053113,0.0149259961181876
"483",19660531,0.95086,0.945355,19660531,1,-0.04914,-0.0546450000000001
"484",19660630,0.98562,0.984096,19660630,1.003096,-0.0174220612982207,-0.0189413575570035
"485",19660729,0.987871,0.986961,19660729,1.003086,-0.0151681909626891,-0.0160753913423175
"486",19660831,0.92835,0.922513,19660831,1.006154,-0.077328122732703,-0.0831294215398438
"487",19660930,0.993756,0.992308,19660930,1,-0.00624400000000003,-0.00769200000000003
"488",19661031,1.048333,1.047244,19661031,1.006116,0.0419603703747877,0.0408779902118643
"489",19661130,1.011223,1.003741,19661130,1,0.011223,0.00374099999999999
"490",19661230,1.000326,0.998911,19661230,1,0.000326000000000048,-0.00108900000000001
"491",19670131,1.079215,1.077723,19670131,1,0.079215,0.077723
"492",19670228,1.007514,1.00242,19670228,1,0.00751400000000002,0.00242000000000009
"493",19670331,1.041137,1.039544,19670331,1.00304,0.0379815361301643,0.0363933641729144
"494",19670428,1.043371,1.042544,19670428,1.00303,0.0402191360178659,0.0393946342581974
"495",19670531,0.95319,0.947686,19670531,1.003021,-0.04968091395893,-0.0551683364555676
"496",19670630,1.019319,1.018015,19670630,1.003012,0.0162580308111968,0.0149579466646459
"497",19670731,1.046454,1.045623,19670731,1.003003,0.043320907315332,0.0424923953368035
"498",19670831,0.993176,0.987803,19670831,1.002994,-0.00978869265419335,-0.0151456539121869
"499",19670929,1.033815,1.032597,19670929,1.002985,0.0307382463346908,0.0295238712443355
"500",19671031,0.972552,0.971299,19671031,1.002976,-0.0303337268289572,-0.0315830089653193
"501",19671130,1.006435,1.000533,19671130,1.002967,0.00345774088280071,-0.00242679968533366
"502",19671229,1.027079,1.025857,19671229,1.002959,0.0240488394839671,0.022830444714091
"503",19680131,0.958125,0.956477,19680131,1.0059,-0.0474947807933195,-0.0491331146237201
"504",19680229,0.9731,0.968027,19680229,1.002933,-0.0297457556985363,-0.0348039201023399
"505",19680329,1.009696,1.008585,19680329,1.002924,0.00675225640227972,0.00564449549517221
"506",19680430,1.084092,1.082642,19680430,1.002915,0.0809410568193716,0.0794952712842065
"507",19680531,1.016374,1.011104,19680531,1.002907,0.0134279649060181,0.00817324039018574
"508",19680628,1.009916,1.008695,19680628,1.005797,0.00409525977906067,0.00288129712059182
"509",19680730,0.982556,0.981336,19680731,1.005764,-0.0230749957246432,-0.0242880039452597
"510",19680830,1.016415,1.011259,19680830,1.002865,0.0135112901537098,0.00837001989300656
"511",19680930,1.039351,1.03821,19680930,1.002857,0.0363900336737937,0.035252284223972
"512",19681031,1.008587,1.006751,19681031,1.005698,0.00287263174432084,0.0010470340002664
"513",19681129,1.05358,1.048659,19681129,1.002833,0.0506036398881966,0.0456965416973714
"514",19681231,0.959174,0.957859,19681231,1.002825,-0.0435280333059109,-0.0448393288958693
"515",19690131,0.992453,0.991388,19690131,1.002817,-0.0103348866243792,-0.0113968949469345
"516",19690228,0.957679,0.952616,19690228,1.005618,-0.0476711832922641,-0.0527058982635552
"517",19690328,1.034847,1.033599,19690328,1.00838,0.0262470497233187,0.0250094210515877
"518",19690430,1.022771,1.021449,19690430,1.00554,0.0171360661932891,0.015821349722537
"519",19690529,1.003854,0.998138,19690529,1.002755,0.00109598057352001,-0.00460431511186687
"520",19690630,0.945643,0.944314,19690630,1.005495,-0.0595249106161642,-0.0608466476710476
"521",19690731,0.941368,0.940081,19690731,1.005464,-0.0637476826619351,-0.0650276887088945
"522",19690829,1.045728,1.04018,19690829,1.005435,0.0400751913350936,0.0345571817173662
"523",19690930,0.976059,0.974715,19690930,1.002703,-0.026572175409867,-0.0279125523709413
"524",19691031,1.0469,1.044661,19691031,1.005391,0.0412864248834532,0.0390594306095839
"525",19691128,0.970848,0.965567,19691128,1.005362,-0.0343299229531254,-0.0395827572555957
"526",19691231,0.983078,0.981635,19691231,1.005333,-0.022136943679358,-0.0235722889828545
"527",19700130,0.924602,0.923191,19700130,1.002653,-0.0778444785982787,-0.0792517451201962
"528",19700227,1.059521,1.053615,19700227,1.005291,0.0539445792312874,0.048069663410893
"529",19700331,1.002806,1.001232,19700331,1.005263,-0.00244413650955022,-0.00400989591778478
"530",19700430,0.911169,0.909965,19700430,1.007853,-0.095930656554081,-0.0971252752137465
"531",19700529,0.945311,0.938888,19700529,1.002597,-0.0571376136174355,-0.0635439762935657
"532",19700630,0.950968,0.949098,19700630,1.005181,-0.0539335701729341,-0.0557939316401723
"533",19700731,1.075523,1.073219,19700731,1.005155,0.0700071133307798,0.0677149295382302
"534",19700831,1.049778,1.043782,19700831,1,0.0497780000000001,0.043782
"535",19700930,1.034702,1.033021,19700930,1.005128,0.0294231182496159,0.0277506944389172
"536",19701030,0.990968,0.988361,19701030,1.005102,-0.0140622543781626,-0.0166560209809551
"537",19701130,1.054387,1.048836,19701130,1.005076,0.0490619614835095,0.0435389960560197
"538",19701231,1.058684,1.057358,19701231,1.005051,0.0533634611576925,0.0520441251239987
"539",19710129,1.042828,1.0415,19710129,1,0.0428280000000001,0.0415000000000001
"540",19710226,1.013317,1.008152,19710226,1.002513,0.0107769176060559,0.00562486471497126
"541",19710331,1.039068,1.037624,19710331,1.002506,0.0364706046647105,0.035030214283007
"542",19710430,1.036965,1.035789,19710430,1.0025,0.0343790523690772,0.0332059850374067
"543",19710528,0.96285,0.957862,19710528,1.004988,-0.041928858852046,-0.0468921021942551
"544",19710630,1.002439,1.001061,19710630,1.007444,-0.00496801807346103,-0.00633583603654397
"545",19710730,0.959173,0.958099,19710730,1.002463,-0.0431836386978871,-0.0442549999351598
"546",19710831,1.042036,1.036549,19710831,1.002457,0.0394819927438284,0.0340084412598247
"547",19710930,0.994962,0.993613,19710930,1,-0.00503799999999999,-0.00638700000000003
"548",19711029,0.959871,0.957985,19711029,1.002451,-0.0424758915897135,-0.0443572803059701
"549",19711130,1.002898,0.997971,19711130,1,0.00289800000000007,-0.00202899999999995
"550",19711231,1.08788,1.086486,19711231,1.00489,0.0825861537083661,0.0811989371971062
"551",19720131,1.019088,1.017814,19720131,1,0.019088,0.017814
"552",19720229,1.030221,1.025416,19720229,1.004866,0.0252322200173953,0.0204504879257534
"553",19720330,1.007315,1.006132,19720330,1.002421,0.004882180241635,0.00370203736753316
"554",19720428,1.005476,1.004658,19720428,1.002415,0.00305362549443089,0.00223759620516462
"555",19720531,1.022019,1.016763,19720531,1.00241,0.0195618559272155,0.014318492433236
"556",19720630,0.979844,0.978622,19720630,1.002404,-0.0225058958264333,-0.0237249651836985
"557",19720731,1.003245,1.002126,19720731,1.004796,-0.00154359690922345,-0.00265725580117748
"558",19720831,1.039425,1.034649,19720831,1.002387,0.0369498008254299,0.0321851739896866
"559",19720929,0.996723,0.995484,19720929,1.002381,-0.00564456030192106,-0.00688061725032685
"560",19721031,1.010878,1.009503,19721031,1.004751,0.00609802826770012,0.00472953000295595
"561",19721130,1.050297,1.045173,19721130,1.002364,0.0478199536296195,0.0427080381977005
"562",19721229,1.013663,1.012622,19721229,1.002358,0.0112784055197843,0.0102398544232698
"563",19730131,0.983248,0.981956,19730131,1.002353,-0.0190601514636062,-0.0203491185241128
"564",19730228,0.966182,0.961771,19730228,1.007042,-0.0405742759487687,-0.044954430897619
"565",19730330,0.998907,0.997911,19730330,1.009324,-0.0103207691484599,-0.0113075682337883
"566",19730430,0.959936,0.958764,19730430,1.006928,-0.0466686793891917,-0.0478326156388541
"567",19730531,0.98605,0.980998,19730531,1.006881,-0.0206886414581265,-0.0257061162143291
"568",19730629,0.994822,0.993478,19730629,1.006834,-0.0119304671872424,-0.013265344634766
"569",19730731,1.039128,1.037679,19730731,1.002262,0.0367827973124792,0.0353370675531948
"570",19730831,0.968456,0.963495,19730831,1.018059,-0.0487231093679247,-0.0535961078876569
"571",19730928,1.042219,1.041038,19730928,1.002217,0.0399135117444627,0.038735124229583
"572",19731031,1.000312,0.99844,19731031,1.00885,-0.00846310155127117,-0.0103186796847896
"573",19731130,0.89278,0.886954,19731130,1.006579,-0.113055209774891,-0.118843131040882
"574",19731231,1.017971,1.016534,19731231,1.006536,0.011360746163078,0.00993307740607374
"575",19740131,0.99188,0.990251,19740131,1.008658,-0.0166339829753991,-0.0182490001566439
"576",19740228,1.001992,0.996305,19740228,1.012876,-0.0107456391503008,-0.0163603442079782
"577",19740329,0.978182,0.976846,19740329,1.012712,-0.0340965644724266,-0.0354157944213163
"578",19740430,0.962351,0.960641,19740430,1.004184,-0.0416586999992034,-0.0433615751694908
"579",19740531,0.973104,0.966873,19740531,1.0125,-0.0389096296296296,-0.0450637037037037
"580",19740628,0.987184,0.985417,19740628,1.00823,-0.0208742052904596,-0.0226267815875346
"581",19740731,0.923302,0.9215,19740731,1.008163,-0.0841738885477844,-0.0859612979250378
"582",19740830,0.917823,0.910263,19740830,1.012146,-0.0931911008886069,-0.100660379036226
"583",19740930,0.882489,0.880422,19740930,1.012,-0.127975296442688,-0.130017786561265
"584",19741031,1.168113,1.164814,19741031,1.009881,0.156683807300068,0.153417085775453
"585",19741129,0.954312,0.946184,19741129,1.007828,-0.0531003306119694,-0.0611651988236087
"586",19741231,0.981979,0.979695,19741231,1.007767,-0.0255892483083888,-0.027855645203703
"587",19750131,1.12361,1.121698,19750131,1.003854,0.119296232320636,0.117391572878128
"588",19750228,1.06746,1.059497,19750228,1.007678,0.059326491200562,0.0514241652591401
"589",19750331,1.024014,1.022122,19750331,1.00381,0.0201273149301162,0.0182424960898975
"590",19750430,1.049424,1.047293,19750430,1.003795,0.045456492610543,0.0433335491808586
"591",19750530,1.051193,1.044794,19750530,1.005671,0.0452653004809724,0.0389023845770635
"592",19750630,1.04622,1.044342,19750630,1.007519,0.0384121788273968,0.036548194128349
"593",19750731,0.934496,0.932447,19750731,1.011194,-0.0758489468885297,-0.0778752642915206
"594",19750829,0.984337,0.978269,19750829,1.001845,-0.0174757572279146,-0.0235325823854988
"595",19750930,0.96775,0.965774,19750930,1.005525,-0.0375674398945824,-0.0395325824817881
"596",19751031,1.064855,1.062135,19751031,1.005495,0.0590355993813994,0.0563304640997717
"597",19751128,1.030089,1.023996,19751128,1.007286,0.0226380591013875,0.0165891315872553
"598",19751231,0.989515,0.987704,19751231,1.003617,-0.0140511768931774,-0.0158556501135393
"599",19760130,1.120143,1.118545,19760130,1.001802,0.118128133104146,0.116533007520448
"600",19760227,0.994244,0.98838,19760227,1.003597,-0.00931947783821596,-0.0151624606291171
"601",19760331,1.03264,1.030786,19760331,1.001792,0.0307928192678719,0.0289421356928383
"602",19760430,0.99039,0.989301,19760430,1.003578,-0.01314098156795,-0.0142260990177148
"603",19760528,0.991884,0.984974,19760528,1.00713,-0.0151380655923268,-0.0219991460883898
"604",19760630,1.043959,1.042158,19760630,1.00531,0.0384448578050554,0.0366533706021028
"605",19760730,0.992798,0.991546,19760730,1.005282,-0.0124184059796157,-0.0136638276622878
"606",19760831,1.001599,0.995018,19760831,1.005254,-0.00363589699717703,-0.0101825011390158
"607",19760930,1.024421,1.02267,19760930,1.003484,0.0208643087483209,0.0191193880520266
"608",19761029,0.979789,0.978005,19761029,1.005208,-0.0252873037222148,-0.0270620607874192
"609",19761130,0.998959,0.991372,19761130,1.001727,-0.00276322790540739,-0.0103371477458429
"610",19761231,1.053775,1.05217,19761231,1.003448,0.0501540687708781,0.0485545837950747
"611",19770131,0.950346,0.948833,19770131,1.005155,-0.0545279086310072,-0.0560331491163054
"612",19770228,0.984362,0.9776,19770228,1.010256,-0.0256311271598487,-0.0323244801317686
"613",19770331,0.987498,0.985452,19770331,1.006768,-0.0191404573844224,-0.021172703145114
"614",19770429,1.000641,0.999497,19770429,1.008403,-0.00769731942487284,-0.00883178649805683
"615",19770531,0.984936,0.976459,19770531,1.005,-0.0199641791044775,-0.0283990049751243
"616",19770630,1.047776,1.045705,19770630,1.006633,0.0408718967091286,0.0388145431353832
"617",19770729,0.984547,0.983411,19770729,1.004942,-0.0202947035749327,-0.0214251170714329
"618",19770831,0.98769,0.979779,19770831,1.003279,-0.015538050731651,-0.0234231953424721
"619",19770930,0.999175,0.996916,19770930,1.003268,-0.00407966764613243,-0.00633130928126879
"620",19771031,0.958016,0.956131,19771031,1.003257,-0.0450941284237241,-0.0469730089099804
"621",19771130,1.036752,1.026953,19771130,1.00487,0.0317274871376396,0.0219759769920489
"622",19771230,1.00557,1.003637,19771230,1.003231,0.00233146703002607,0.000404692438730425
"623",19780131,0.939357,0.937389,19780131,1.006441,-0.0666546772240001,-0.0686100824588822
"624",19780228,0.98374,0.975062,19780228,1.0064,-0.0225158982511924,-0.0311387122416534
"625",19780331,1.026925,1.024356,19780331,1.007949,0.0188263493490246,0.0162776092838031
"626",19780428,1.088964,1.087593,19780428,1.007886,0.0804436216000619,0.0790833487120566
"627",19780531,1.013719,1.004436,19780531,1.00939,0.00428872883622788,-0.00490791468114393
"628",19780630,0.983422,0.981047,19780630,1.010853,-0.0271364876990027,-0.0294859885660922
"629",19780731,1.056974,1.055121,19780731,1.007669,0.0489297576882888,0.0470908601931785
"630",19780831,1.033641,1.025563,19780831,1.004566,0.0289428469607771,0.020901563461236
"631",19780929,0.994837,0.992517,19780929,1.007576,-0.0126432150031363,-0.0149457708401153
"632",19781031,0.91043,0.907731,19781031,1.009023,-0.0977113504845777,-0.100386215180427
"633",19781130,1.026771,1.0174,19781130,1.004471,0.0222007404892726,0.0128714517392738
"634",19781229,1.016627,1.014264,19781229,1.004451,0.0121220447786901,0.0097695158847968
"635",19790131,1.042697,1.040161,19790131,1.008863,0.033536763663649,0.0310230427719123
"636",19790228,0.971351,0.963042,19790228,1.011713,-0.0398947132240073,-0.0481075166573921
"637",19790330,1.057361,1.054825,19790330,1.01013,0.0467573480641106,0.0442467801174105
"638",19790430,1.004183,1.002218,19790430,1.011461,-0.0071955320076601,-0.00913826632959636
"639",19790531,0.983182,0.973697,19790531,1.012748,-0.0291938369663529,-0.0385594442052711
"640",19790629,1.040324,1.037792,19790629,1.011189,0.0288126156435642,0.0263086327086233
"641",19790731,1.012051,1.009737,19790731,1.011065,0.000975209308995861,-0.00131346649325215
"642",19790831,1.061865,1.053222,19790831,1.009576,0.0517930299452443,0.0432320102696577
"643",19790928,1.001416,0.999128,19790928,1.01084,-0.00932293933758055,-0.0115864033872818
"644",19791031,0.93444,0.931483,19791031,1.008043,-0.073015734447836,-0.0759491410584667
"645",19791130,1.052777,1.04357,19791130,1.009309,0.0430670884734012,0.0339450059397071
"646",19791231,1.01834,1.015892,19791231,1.01054,0.00771864547667578,0.00529617828091911
"647",19800131,1.061308,1.058935,19800131,1.014342,0.046301937610786,0.0439624899688664
"648",19800229,1.002611,0.994426,19800229,1.014139,-0.0113672780555722,-0.0194381638020034
"649",19800331,0.902482,0.899904,19800331,1.015209,-0.111038219716334,-0.113577598307344
"650",19800430,1.042394,1.039877,19800430,1.011236,0.0308117986305867,0.028322765407877
"651",19800530,1.05556,1.046651,19800530,1.009877,0.045236202032525,0.0364143356072077
"652",19800630,1.029722,1.026895,19800630,1.011002,0.0185162838451358,0.0157200480315567
"653",19800731,1.0682,1.06563,19800731,1,0.0682,0.0656300000000001
"654",19800829,1.013454,1.00603,19800829,1.007255,0.00615435018937616,-0.00121617663848783
"655",19800930,1.027935,1.025155,19800930,1.008403,0.0193692402739778,0.0166124059527788
"656",19801031,1.017809,1.014742,19801031,1.009524,0.00820683807418132,0.00516877260966542
