caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
19251231,,,,,15236829.50,89,,,12.46,
19260130,-0.001783,-0.003980,0.006457,0.003250,15277664.00,89,15236829.50,79,12.74,0.022472
19260227,-0.033296,-0.037876,-0.039979,-0.042451,14712894.90,89,15277664.00,81,12.18,-0.043956
19260331,-0.057708,-0.062007,-0.067915,-0.073275,14012079.20,89,14712894.90,81,11.46,-0.059113
19260430,0.038522,0.034856,0.031441,0.027121,14500482.20,89,14012079.20,82,11.72,0.022688
19260528,0.013623,0.009070,0.012011,0.009515,14778795.50,89,14500482.20,82,11.81,0.007679
19260630,0.056427,0.050196,0.052142,0.045353,15554633.50,89,14762818.00,83,12.32,0.043184
19260731,0.040403,0.038168,0.037547,0.033930,16180459.20,89,15545083.50,82,12.88,0.045455
19260831,0.029822,0.025747,0.018924,0.016380,16743393.60,89,16180459.20,83,13.10,0.017081
19260930,0.013420,0.009122,0.014037,0.008582,16835120.40,89,16687393.60,83,13.40,0.022901
19261030,-0.030172,-0.032434,-0.025891,-0.028923,16275309.30,89,16692236.80,81,12.98,-0.031343
19261130,0.026937,0.019367,0.036507,0.033330,16907546.60,89,16217044.30,82,13.27,0.022342
19261231,0.026047,0.020321,0.021203,0.014315,17028798.80,89,16907546.60,84,13.49,0.016579
19270131,-0.002910,-0.005579,-0.003955,-0.007715,17018724.40,89,17028798.80,84,13.21,-0.020756
19270228,0.045522,0.040566,0.043428,0.040922,17776303.50,89,17018724.40,85,13.84,0.047691
19270331,0.007324,0.002610,-0.010052,-0.015601,17883291.60,89,17776303.50,85,13.93,0.006503
19270430,0.013021,0.010907,0.006900,0.003890,18088304.20,89,17883291.60,85,14.17,0.017229
19270531,0.062353,0.057096,0.064407,0.061419,19323089.50,89,18076286.80,84,14.91,0.052223
19270630,-0.020370,-0.025705,-0.026920,-0.032691,18855819.60,89,19323089.50,85,14.77,-0.009390
19270730,0.084450,0.081687,0.067444,0.063848,20355724.10,89,18855819.60,86,15.73,0.064997
19270831,0.033320,0.028624,0.026115,0.023386,21138727.10,89,20355724.10,86,16.43,0.044501
19270930,0.053016,0.049095,0.057959,0.052935,22117908.20,89,21127204.60,86,17.14,0.043214
19271031,-0.046804,-0.048960,-0.045279,-0.047817,21050088.10,89,22117908.20,86,16.23,-0.053092
19271130,0.070546,0.064270,0.078058,0.075363,22421224.20,89,21050088.10,87,17.33,0.067776
19271231,0.019295,0.014403,0.019800,0.013906,22880436.60,89,22421224.20,87,17.66,0.019042
19280131,-0.007182,-0.009200,0.011459,0.008766,22716371.50,89,22880436.60,87,17.57,-0.005096
19280229,-0.012549,-0.016679,-0.021508,-0.023815,22351074.60,89,22716371.50,87,17.26,-0.017644
19280331,0.105752,0.101652,0.075281,0.070583,24631644.00,89,22351074.60,87,19.13,0.108343
19280430,0.034725,0.032715,0.040016,0.037486,25503612.10,89,24631644.00,87,19.75,0.032410
19280531,0.012325,0.007422,0.015924,0.013734,25803556.00,89,25503612.10,87,20.00,0.012658
19280630,-0.034330,-0.038725,-0.048573,-0.054046,24948490.40,89,25803556.00,87,19.19,-0.040500
19280731,0.010117,0.008278,0.007727,0.005266,25138229.90,89,24921400.40,86,19.43,0.012507
19280831,0.070230,0.065514,0.067993,0.065022,26638717.00,89,24990547.40,86,20.87,0.074112
19280929,0.022409,0.019937,0.025717,0.022538,27333943.10,89,26638717.00,86,21.37,0.023958
19281031,0.013839,0.012055,0.006281,0.003660,27717369.80,89,27333943.10,86,21.68,0.014506
19281130,0.122975,0.116704,0.129537,0.126540,31592727.50,89,28236557.80,87,24.28,0.119926
19281231,0.006232,0.002888,0.026322,0.021701,32743322.20,89,31592727.50,88,24.35,0.002883
19290131,0.055473,0.053892,0.073311,0.071080,34729364.20,89,32743322.20,88,25.74,0.057084
19290228,-0.004874,-0.008075,-0.011241,-0.013132,33727242.90,89,34729364.20,88,25.59,-0.005828
19290328,0.000154,-0.003213,-0.011448,-0.015102,33687237.10,89,33715582.90,87,25.53,-0.002345
19290430,0.019559,0.018234,0.011950,0.009954,34653311.40,89,33687237.10,87,25.94,0.016060
19290531,-0.041281,-0.046101,-0.033982,-0.036734,33386954.90,89,34653311.40,88,24.83,-0.042791
19290629,0.112294,0.109584,0.106753,0.102737,37098108.70,89,33386954.90,88,27.62,0.112364
19290731,0.050014,0.048186,0.050745,0.048229,38901636.60,90,37100758.30,89,28.88,0.045619
19290830,0.094871,0.090733,0.078359,0.076041,43063051.80,90,39456798.40,88,31.71,0.097992
19290930,-0.050941,-0.053046,-0.030728,-0.033970,41295181.50,90,43063051.80,88,30.16,-0.048880
19291031,-0.186150,-0.188115,-0.175188,-0.177489,33694827.50,90,41270476.50,88,24.15,-0.199271
19291127,-0.125359,-0.130374,-0.116976,-0.119792,29389144.80,90,33694827.50,88,20.92,-0.133747
19291231,0.027753,0.023571,0.015063,0.008734,30598997.50,90,29389144.80,89,21.45,0.025335
19300131,0.059632,0.057032,0.065854,0.062668,32286446.50,90,30468817.50,88,22.79,0.062471
19300228,0.026041,0.021516,0.037402,0.034765,32783643.20,89,32105138.50,87,23.28,0.021501
19300331,0.072348,0.069351,0.053208,0.049350,35280381.90,89,32783643.20,87,25.14,0.079897
19300430,-0.013938,-0.015867,-0.028758,-0.031277,34720524.60,89,35280381.90,87,24.90,-0.009547
19300529,-0.011148,-0.015304,-0.015566,-0.018001,34509386.80,89,34692568.40,86,24.49,-0.016466
19300630,-0.155715,-0.159182,-0.154492,-0.160102,29191751.90,89,34509386.80,86,20.46,-0.164557
19300731,0.038713,0.036395,0.035467,0.031283,30253990.80,89,29191751.90,87,21.21,0.036657
19300829,0.011266,0.006691,0.001968,-0.000683,30473904.10,89,30253990.80,87,21.37,0.007544
19300930,-0.123549,-0.127635,-0.129006,-0.134359,26584345.20,89,30473904.10,87,18.59,-0.130089
19301031,-0.083680,-0.086394,-0.081521,-0.084992,24303613.00,89,26584345.20,87,16.94,-0.088757
19301129,-0.019736,-0.024113,-0.008595,-0.011255,23717582.80,89,24303613.00,87,16.57,-0.021842
19301231,-0.071479,-0.077707,-0.092791,-0.101288,22147658.80,89,23717582.80,87,15.34,-0.074231
19310131,0.059527,0.056729,0.097629,0.092043,23418619.00,89,22147658.80,87,16.09,0.048892
19310228,0.110943,0.105279,0.113321,0.110625,25887749.20,89,23418619.00,87,17.93,0.114357
19310331,-0.068939,-0.073451,-0.078704,-0.084603,23986683.40,89,25887749.20,87,16.69,-0.069158
19310430,-0.092955,-0.095460,-0.128064,-0.131990,21696894.10,89,23986683.40,87,15.09,-0.095866
19310529,-0.137674,-0.143020,-0.150141,-0.153093,18593106.90,89,21696894.10,87,13.02,-0.137177
19310630,0.146492,0.139763,0.190566,0.182807,21201638.10,89,18593106.90,87,14.83,0.139017
19310731,-0.075465,-0.078570,-0.082237,-0.087181,19535818.60,89,21201638.10,87,13.73,-0.074174
19310831,0.007779,0.002304,-0.014416,-0.016894,19585992.40,89,19535818.60,87,13.86,0.009468
19310930,-0.287461,-0.291524,-0.310002,-0.314686,13870981.20,89,19578642.40,86,9.71,-0.299423
19311031,0.076738,0.072834,0.066016,0.060769,14885017.80,89,13870981.20,86,10.53,0.084449
19311130,-0.100909,-0.109396,-0.122950,-0.126402,13376132.70,90,15003627.20,89,9.50,-0.097816
19311231,-0.137557,-0.145471,-0.189119,-0.197542,11458492.50,90,13376132.70,89,8.12,-0.145263
19320130,-0.018803,-0.021067,0.071316,0.067045,11230519.60,90,11458492.50,89,7.89,-0.028325
19320229,0.053581,0.045233,0.040919,0.037549,11738513.00,90,11230519.60,89,8.29,0.050697
19320331,-0.118907,-0.125245,-0.163609,-0.169630,10268327.40,90,11738513.00,89,7.31,-0.118215
19320430,-0.205295,-0.207637,-0.198179,-0.201260,8136384.88,90,10268327.40,89,5.83,-0.202462
19320531,-0.232123,-0.240123,-0.299485,-0.303014,6182653.00,90,8136384.88,89,4.47,-0.233276
19320630,0.002768,-0.006507,0.030933,0.023048,6146081.56,90,6182653.00,89,4.43,-0.008949
19320730,0.391838,0.390006,0.551229,0.548947,8541263.19,90,6146081.56,89,6.10,0.376975
19320831,0.401979,0.394164,0.680415,0.677637,11907917.60,90,8541263.19,89,8.39,0.375410
19320930,-0.029526,-0.034118,-0.065005,-0.069180,11499402.20,90,11905605.60,88,8.08,-0.036949
19321031,-0.142069,-0.143263,-0.187556,-0.188964,9852288.62,90,11502554.50,89,6.96,-0.138614
19321130,-0.052228,-0.058702,-0.094929,-0.097086,9273941.12,90,9852288.62,89,6.55,-0.058908
19321231,0.061569,0.053749,0.019872,0.014519,9751216.69,90,9273941.12,89,6.89,0.051908
19330131,0.013938,0.012575,0.056629,0.055071,9871387.00,90,9751216.69,89,6.94,0.007257
19330228,-0.179558,-0.186035,-0.199694,-0.202045,8035008.56,90,9871387.00,89,5.66,-0.184438
19330331,0.038627,0.032581,0.083647,0.079351,8313702.38,90,8051379.06,89,5.85,0.033569
19330429,0.414312,0.412291,0.552452,0.550733,11739396.90,90,8313702.38,89,8.32,0.422222
19330531,0.174816,0.170167,0.315257,0.313597,13737052.20,90,11739396.90,89,9.64,0.158654
19330630,0.137498,0.133994,0.202137,0.199392,15579952.00,90,13737052.20,89,10.91,0.131743
19330731,-0.084736,-0.085471,-0.094629,-0.095467,14279988.10,90,15579952.00,89,9.95,-0.087993
19330831,0.123272,0.119807,0.129075,0.127493,15990834.20,90,14279988.10,89,11.09,0.114573
19330930,-0.118045,-0.121112,-0.144620,-0.147250,14054138.80,90,15990834.20,89,9.83,-0.113616
19331031,-0.090623,-0.091588,-0.112923,-0.114062,12765801.20,90,14054138.80,89,8.96,-0.088505
19331129,0.108553,0.102070,0.087617,0.084947,14068799.60,90,12765801.20,89,9.88,0.102679
19331230,0.026694,0.024430,0.028315,0.026218,14350816.20,90,14068799.60,89,10.10,0.022267
19340131,0.115033,0.113644,0.207739,0.205669,15980449.60,90,14350816.20,89,11.17,0.105941
19340228,-0.032840,-0.037272,-0.026909,-0.029232,15384831.50,90,15980449.60,89,10.76,-0.036705
19340331,0.005355,0.002464,0.002126,-0.000226,15422745.10,90,15384831.50,89,10.75,-0.000929
19340430,-0.025490,-0.026944,-0.008762,-0.010397,15026163.20,90,15422745.10,89,10.46,-0.026977
19340531,-0.078497,-0.082255,-0.099887,-0.101924,13790183.80,90,15026163.20,90,9.61,-0.081262
19340630,0.024080,0.021102,0.027171,0.024657,14081193.20,90,13790183.80,90,9.81,0.020812
19340731,-0.119846,-0.121723,-0.187625,-0.189740,12380214.90,90,14081193.20,90,8.68,-0.115189
19340831,0.058650,0.051629,0.098213,0.095364,13019396.10,90,12380214.90,90,9.15,0.054147
19340929,-0.000216,-0.003127,0.004991,0.002410,12836657.90,90,12876913.90,89,9.10,-0.005464
19341031,-0.032663,-0.033732,-0.044210,-0.045817,12530900.40,90,12836657.90,89,8.81,-0.031868
19341130,0.086059,0.080682,0.089400,0.086623,13558813.60,90,12530900.40,90,9.54,0.082860
19341231,-0.000681,-0.004415,-0.018468,-0.021814,13486763.00,90,13558813.60,90,9.50,-0.004193
19350131,-0.042368,-0.043755,-0.058033,-0.060019,12896645.50,90,13486763.00,90,9.10,-0.042105
19350228,-0.036840,-0.042660,-0.068250,-0.071254,12346469.60,90,12896645.50,90,8.74,-0.039560
19350330,-0.031454,-0.035324,-0.045070,-0.048381,11910339.70,90,12346469.60,90,8.47,-0.030892
19350430,0.096493,0.095347,0.098007,0.096540,13045957.80,90,11910339.70,90,9.28,0.095632
19350531,0.038135,0.033059,0.052127,0.049410,13477245.60,90,13045957.80,90,9.58,0.032328
19350629,0.070533,0.067124,0.072709,0.069916,14381896.20,90,13477245.60,90,10.23,0.067850
19350731,0.083814,0.082471,0.092141,0.090329,15567988.60,90,14381896.20,90,11.08,0.083089
19350831,0.026569,0.022105,0.064230,0.062257,15885007.80,90,15567988.60,90,11.32,0.021661
19350930,0.025526,0.022175,0.013623,0.010788,16237254.90,90,15885007.80,90,11.59,0.023852
19351031,0.071803,0.070634,0.077787,0.075864,17384156.60,90,16237254.90,90,12.46,0.075065
19351130,0.051943,0.045620,0.114276,0.111918,18177064.60,90,17384156.60,90,12.95,0.039326
19351231,0.039887,0.036744,0.046802,0.043700,18849101.30,90,18177064.60,90,13.43,0.037066
19360131,0.071832,0.070187,0.113332,0.111574,20172070.00,90,18849101.30,90,14.31,0.065525
19360229,0.022461,0.018857,0.045963,0.043968,20552449.50,90,20172070.00,90,14.55,0.016771
19360331,0.024029,0.021457,0.000765,-0.001495,20754445.20,90,20318476.40,89,14.92,0.025430
19360430,-0.077588,-0.078356,-0.097464,-0.098552,19353767.10,90,20754445.20,89,13.77,-0.077078
19360529,0.053106,0.046971,0.062927,0.060843,20262841.20,90,19353767.10,90,14.40,0.045752
19360630,0.032542,0.029509,0.019286,0.016448,20909453.00,90,20262841.20,90,14.84,0.030556
19360731,0.073442,0.072356,0.086786,0.085102,22424051.60,90,20909453.00,90,15.85,0.068059
19360831,0.014124,0.008930,0.024099,0.021877,22624289.20,90,22424051.60,90,15.99,0.008833
19360930,0.004817,0.001617,0.016308,0.013261,22660864.70,90,22624289.20,90,16.01,0.001251
19361031,0.076281,0.075272,0.058556,0.056529,24366598.50,90,22660864.70,90,17.21,0.074953
19361130,0.010666,-0.000321,0.033981,0.027813,24358771.40,90,24366598.50,90,17.28,0.004067
19361231,-0.003830,-0.007289,0.012644,0.009231,24307618.40,90,24358771.40,90,17.18,-0.005787
19370130,0.036648,0.035916,0.050525,0.049084,25173100.50,90,24307618.40,90,17.83,0.037835
19370227,0.018483,0.015350,0.030579,0.028191,25581658.00,90,25173100.50,90,18.09,0.014582
19370331,-0.003511,-0.006242,0.014876,0.011969,25566856.90,90,25581658.00,90,17.92,-0.009397
19370430,-0.080646,-0.081490,-0.087845,-0.088982,23502236.90,90,25566856.90,90,16.43,-0.083147
19370528,-0.005699,-0.011686,-0.027492,-0.030767,23227600.00,90,23502236.90,90,16.26,-0.010347
19370630,-0.053803,-0.057853,-0.076650,-0.080643,21883805.60,90,23227600.00,90,15.40,-0.052891
19370731,0.098991,0.098012,0.114579,0.112886,24028887.50,90,21883805.60,90,16.98,0.102597
19370831,-0.051183,-0.056291,-0.058171,-0.061524,22679667.90,90,24028887.50,90,16.04,-0.055359
19370930,-0.139610,-0.143683,-0.174125,-0.177727,19440315.40,90,22679667.90,90,13.76,-0.142145
19371030,-0.102722,-0.103703,-0.111564,-0.113224,17424300.50,90,19440315.40,90,12.36,-0.101744
19371130,-0.084289,-0.100254,-0.093808,-0.103987,15677438.60,90,17424300.50,90,11.11,-0.101133
19371231,-0.045828,-0.053019,-0.093196,-0.100738,14872056.50,90,15677438.60,90,10.55,-0.050405
19380131,0.012163,0.011096,0.004605,0.002775,15037082.20,90,14872056.50,90,10.69,0.013270
19380228,0.065757,0.061131,0.085089,0.081997,15956306.90,90,15037082.20,90,11.34,0.060804
19380331,-0.254106,-0.257951,-0.306927,-0.310524,11840357.50,90,15956306.90,90,8.50,-0.250441
19380430,0.142667,0.140966,0.189299,0.187486,13509445.80,90,11840357.50,90,9.70,0.141176
19380531,-0.039973,-0.046036,-0.043337,-0.045943,12887530.70,90,13509445.80,90,9.27,-0.044330
19380630,0.253519,0.249304,0.305148,0.300920,16100445.50,90,12887530.70,90,11.56,0.247033
19380730,0.074738,0.073872,0.090908,0.089835,17289821.40,90,16100445.50,90,12.40,0.072664
19380831,-0.025901,-0.029465,-0.059336,-0.061589,16780368.80,90,17289821.40,90,12.06,-0.027419
19380930,0.016932,0.013867,-0.002649,-0.005631,17013062.80,90,16780368.80,90,12.24,0.014925
19381031,0.078960,0.078200,0.150416,0.149341,18343480.80,90,17013062.80,90,13.17,0.075980
19381130,-0.026207,-0.032784,-0.044654,-0.048440,17742091.60,90,18343480.80,90,12.73,-0.033409
19381231,0.044810,0.041538,0.064239,0.061349,18422099.20,90,17742091.60,90,13.21,0.037706
19390131,-0.070506,-0.071314,-0.083678,-0.084950,17108347.10,90,18422099.20,90,12.30,-0.068887
19390228,0.039292,0.034357,0.053259,0.050963,17696105.50,90,17108347.10,90,12.70,0.032520
19390331,-0.134821,-0.138171,-0.194922,-0.197996,15253640.90,90,17696105.50,90,10.98,-0.135433
19390429,-0.006611,-0.007842,0.007822,0.006583,15169574.60,90,15260826.50,90,10.92,-0.005464
19390531,0.069557,0.063460,0.084914,0.082592,16132244.10,90,15169574.60,90,11.60,0.062271
19390630,-0.061810,-0.065748,-0.095768,-0.099674,15071581.00,90,16132244.10,90,10.86,-0.063793
19390731,0.111310,0.110355,0.151039,0.149587,16734799.10,90,15071581.00,90,12.04,0.108656
19390831,-0.067551,-0.073025,-0.103916,-0.106400,15512739.20,90,16734799.10,90,11.18,-0.071429
19390930,0.181167,0.177572,0.374805,0.371480,18267362.60,90,15512739.20,90,13.02,0.164580
19391031,-0.016887,-0.017640,-0.034073,-0.035008,17945133.00,90,18267362.60,90,12.83,-0.014593
19391130,-0.040532,-0.051142,-0.085514,-0.090726,17027382.50,90,17945133.00,90,12.20,-0.049104
19391230,0.028177,0.023143,0.025516,0.020423,17410395.90,90,17027382.50,90,12.49,0.023770
19400131,-0.035927,-0.036800,-0.043765,-0.045027,16769693.70,90,17410395.90,90,12.05,-0.035228
19400229,0.013139,0.006917,0.016180,0.012691,16885686.70,90,16769693.70,90,12.13,0.006639
19400330,0.013561,0.010518,0.009463,0.006565,17063294.90,90,16885686.70,90,12.25,0.009893
19400430,-0.004478,-0.006231,0.007316,0.005639,16971535.40,90,17077941.60,90,12.19,-0.004898
19400531,-0.231480,-0.239765,-0.282953,-0.286558,12902362.00,90,16971535.40,90,9.27,-0.239541
19400629,0.083035,0.078208,0.127152,0.121891,13911434.30,90,12902362.00,90,9.98,0.076591
19400731,0.033090,0.031914,0.028449,0.026517,14355397.00,90,13911434.30,90,10.29,0.031062
19400831,0.035421,0.026631,0.027145,0.023005,14737696.20,90,14355397.00,90,10.56,0.026239
19400930,0.014221,0.010096,0.012085,0.007771,14886481.60,90,14737696.20,90,10.66,0.009470
19401031,0.041468,0.040180,0.061607,0.059823,15484615.70,90,14886481.60,90,11.08,0.039400
19401130,-0.029431,-0.042997,-0.044140,-0.052155,14818817.30,90,15484615.70,90,10.61,-0.042419
19401231,0.002927,-0.002490,-0.013939,-0.020375,14791912.60,90,14818817.30,90,10.58,-0.002828
19410131,-0.045555,-0.046847,-0.019415,-0.022340,14098962.50,90,14791912.60,90,10.07,-0.048204
19410228,-0.004729,-0.012570,-0.011068,-0.015409,13921740.90,90,14098962.50,90,9.92,-0.014896
19410331,0.008872,0.004173,0.015164,0.010856,13979834.10,90,13921740.90,90,9.96,0.004032
19410430,-0.062152,-0.063463,-0.067709,-0.068988,13092630.50,90,13979834.10,90,9.31,-0.065261
19410531,0.013184,0.002140,-0.002943,-0.008461,13120643.20,90,13092630.50,90,9.35,0.004296
19410630,0.058851,0.052486,0.060175,0.054053,13809294.10,90,13120643.20,90,9.85,0.053476
19410731,0.057106,0.055619,0.127642,0.125323,14577352.50,90,13809294.10,90,10.39,0.054822
19410830,-0.001113,-0.009736,-0.013498,-0.018073,14754795.10,90,14899856.80,90,10.30,-0.008662
19410930,-0.007351,-0.011499,-0.024632,-0.029574,14585130.00,90,14754795.10,90,10.20,-0.009709
19411031,-0.064602,-0.065955,-0.078187,-0.079560,13623171.60,90,14585130.00,90,9.50,-0.068627
19411129,-0.024916,-0.042107,-0.050413,-0.061975,13049543.80,90,13623171.60,90,9.10,-0.042105
19411231,-0.038843,-0.046205,-0.061795,-0.071333,12523723.40,90,13049543.80,90,8.69,-0.045055
19420131,0.022276,0.020639,0.101572,0.099856,12782200.80,90,12523723.40,90,8.81,0.013809
19420228,-0.017647,-0.024642,-0.007279,-0.011653,12467217.00,90,12782200.80,90,8.59,-0.024972
19420331,-0.064068,-0.069676,-0.074708,-0.081983,11598552.90,90,12467217.00,90,8.01,-0.067520
19420430,-0.037988,-0.040323,-0.043661,-0.048335,11130870.20,90,11598552.90,90,7.66,-0.043695
19420529,0.070339,0.060119,0.038245,0.032844,11800042.20,90,11130870.20,90,8.15,0.063969
19420630,0.023544,0.016976,0.014064,0.007503,12000358.20,90,11800042.20,90,8.30,0.018405
19420731,0.036031,0.034314,0.052522,0.050429,12412143.60,90,12000358.20,90,8.56,0.031325
19420831,0.015346,0.007531,0.012065,0.007073,12505619.80,90,12412143.60,90,8.62,0.007009
19420930,0.032449,0.027671,0.052096,0.045446,12851661.60,90,12505619.80,90,8.85,0.026682
19421031,0.067867,0.066333,0.110283,0.108328,13704156.20,90,12851661.60,90,9.42,0.064407
19421130,-0.004392,-0.016937,-0.032668,-0.043548,13472054.80,90,13704156.20,90,9.29,-0.013800
19421231,0.057537,0.050449,0.045860,0.035701,14167177.80,90,13472054.80,90,9.77,0.051668
19430130,0.072434,0.071062,0.129046,0.127338,15173925.20,90,14167177.80,90,10.47,0.071648
19430227,0.058503,0.052676,0.115254,0.111495,15973223.90,90,15173925.20,90,11.00,0.050621
19430331,0.059404,0.055182,0.090857,0.085496,16854665.60,90,15973223.90,90,11.58,0.052727
19430430,0.003588,0.002332,0.049291,0.047836,16893977.80,90,16854665.60,90,11.59,0.000864
19430529,0.052698,0.045651,0.070962,0.066318,17665206.00,90,16893977.80,90,12.11,0.044866
19430630,0.021689,0.017142,0.009145,0.004111,17968027.80,90,17665206.00,90,12.35,0.019818
19430731,-0.053092,-0.054238,-0.066325,-0.067870,16993471.10,90,17968027.80,90,11.68,-0.054251
19430831,0.016232,0.010751,0.005528,0.001775,16996490.10,90,16993471.10,90,11.80,0.010274
19430930,0.027498,0.023331,0.036760,0.032384,17393060.60,90,16996490.10,90,12.08,0.023729
19431030,-0.011650,-0.012500,-0.002130,-0.004079,17175639.10,90,17393060.60,90,11.92,-0.013245
19431130,-0.067052,-0.077966,-0.103342,-0.114673,15836522.00,90,17175639.10,90,11.02,-0.075503
19431231,0.070305,0.065211,0.100516,0.095195,16833831.80,90,15836522.00,90,11.67,0.058984
19440131,0.018622,0.017310,0.042108,0.039866,17125221.90,90,16833831.80,90,11.85,0.015424
19440229,0.006479,0.000238,0.025817,0.021522,17129292.40,90,17125221.90,90,11.82,-0.002532
19440331,0.021313,0.017309,0.033124,0.027865,17406442.20,90,17129292.40,90,12.02,0.016920
19440429,-0.012427,-0.013433,-0.033197,-0.034122,17172623.90,90,17406442.20,90,11.87,-0.012479
19440531,0.048841,0.040864,0.053428,0.048015,17825082.80,90,17125272.30,89,12.35,0.040438
19440630,0.054574,0.049768,0.077513,0.072826,18732506.40,90,17844414.90,89,12.98,0.051012
19440731,-0.019470,-0.020629,-0.011995,-0.013589,18346065.30,90,18732506.40,89,12.71,-0.020801
19440831,0.014700,0.008208,0.025596,0.021430,18496646.20,90,18346065.30,89,12.82,0.008655
19440930,-0.000692,-0.003118,-0.009374,-0.011917,18438979.40,90,18496646.20,89,12.78,-0.003120
19441031,0.002435,0.001045,-0.008161,-0.010233,18458251.80,90,18438979.40,89,12.78,0.000000
19441130,0.017327,0.005832,0.012122,0.002559,18565892.10,90,18458251.80,89,12.83,0.003912
19441230,0.044778,0.041034,0.076757,0.072849,19414471.60,90,18493750.40,88,13.28,0.035074
19450131,0.011901,0.010784,0.028499,0.026426,19700714.40,90,19414471.60,88,13.47,0.014307
19450228,0.069472,0.063578,0.096540,0.091647,20953249.20,90,19700714.40,89,14.30,0.061618
19450331,-0.041685,-0.044990,-0.037234,-0.040380,19737348.10,90,20667173.60,90,13.64,-0.046154
19450430,0.090524,0.089465,0.116101,0.114753,21503150.50,90,19737348.10,90,14.84,0.087977
19450531,0.020041,0.011624,0.031300,0.025424,21753093.90,90,21503150.50,90,15.01,0.011456
19450630,0.002380,0.000134,0.056001,0.053529,21756009.90,90,21753093.90,90,14.96,-0.003331
19450731,-0.021539,-0.022479,-0.030841,-0.032018,21263136.40,90,21756009.90,90,14.66,-0.020053
19450831,0.059852,0.054027,0.045350,0.040678,22411912.50,90,21263136.40,90,15.51,0.057981
19450929,0.046361,0.043999,0.073603,0.071503,23398019.40,90,22411912.50,90,16.16,0.041908
19451031,0.030815,0.029862,0.050408,0.048972,24105580.60,90,23398019.40,90,16.65,0.030322
19451130,0.044950,0.035612,0.072602,0.064928,24964029.20,90,24105580.60,90,17.19,0.032432
19451231,0.011133,0.008805,0.009563,0.007144,25379634.10,90,24900561.20,89,17.36,0.009889
19460131,0.069504,0.068515,0.093162,0.091704,27182347.90,90,25379634.10,89,18.57,0.069700
19460228,-0.065171,-0.069785,-0.071858,-0.075182,25313046.40,90,27182347.90,90,17.28,-0.069467
19460330,0.049118,0.046147,0.054365,0.051199,26481189.90,90,25313046.40,90,18.08,0.046296
19460430,0.035748,0.034707,0.027592,0.026393,27404658.50,90,26481189.90,90,18.76,0.037611
19460531,0.028785,0.023202,0.043263,0.038811,28040511.00,90,27404658.50,90,19.18,0.022388
19460628,-0.035289,-0.037521,-0.039963,-0.042283,26988412.00,90,28040511.00,90,18.43,-0.039103
19460731,-0.027350,-0.028429,-0.042521,-0.043813,26268666.90,90,26988412.00,90,17.96,-0.025502
19460830,-0.068855,-0.073365,-0.075229,-0.079221,24369861.10,90,26268666.90,90,16.65,-0.072940
19460930,-0.104113,-0.106619,-0.127328,-0.130428,21771579.50,90,24369861.10,90,14.96,-0.101502
19461031,-0.005636,-0.006817,0.006155,0.004546,21628104.90,90,21771579.50,90,14.84,-0.008021
19461130,-0.003801,-0.011741,0.001541,-0.006399,21374159.10,90,21628104.90,90,14.67,-0.011456
19461231,0.046818,0.041973,0.046308,0.041326,22130819.80,90,21374159.10,90,15.30,0.042945
19470131,0.022013,0.020953,0.018443,0.017151,22621109.20,90,22130819.80,90,15.66,0.023529
19470228,-0.008307,-0.015166,-0.007728,-0.013425,22525535.60,90,22717128.50,89,15.43,-0.014687
19470331,-0.015008,-0.017731,-0.029037,-0.032255,22084172.00,90,22525535.60,90,15.17,-0.016850
19470430,-0.039560,-0.040772,-0.065362,-0.067125,21236913.60,90,22084172.00,90,14.58,-0.038893
19470529,-0.000990,-0.010470,-0.018516,-0.025904,21030527.30,90,21236913.60,90,14.45,-0.008916
19470630,0.053991,0.050908,0.050607,0.047254,22096799.90,90,21030527.30,90,15.21,0.052595
19470731,0.039572,0.038369,0.054632,0.052664,22826862.60,90,21983388.20,90,15.76,0.036160
19470829,-0.023076,-0.029148,-0.023745,-0.028934,22161496.60,90,22826862.60,90,15.32,-0.027919
19470930,-0.009928,-0.013690,-0.001423,-0.006319,21959753.10,90,22161496.60,90,15.11,-0.013708
19471031,0.020578,0.019353,0.011543,0.009773,22384733.50,90,21959753.10,90,15.43,0.021178
19471129,-0.017633,-0.029555,-0.038862,-0.048263,21727652.20,90,22384733.50,90,14.99,-0.028516
19471231,0.030784,0.025273,0.040836,0.033730,22263926.10,90,21727652.20,90,15.30,0.020680
19480131,-0.037743,-0.038905,-0.017680,-0.019590,21406439.90,90,22263926.10,90,14.69,-0.039869
19480228,-0.040232,-0.047782,-0.047395,-0.053806,20401686.60,90,21406439.90,90,14.00,-0.046971
19480331,0.081440,0.077022,0.100368,0.095031,21973063.60,90,20401686.60,90,15.08,0.077143
19480430,0.030821,0.028537,0.034635,0.032835,22687253.50,90,21973063.60,90,15.48,0.026525
19480528,0.084014,0.077523,0.077794,0.071325,24442390.00,90,22687253.50,90,16.69,0.078165
19480630,0.007665,0.003687,0.010301,0.005884,24506634.90,90,24442390.00,90,16.74,0.002996
19480730,-0.052296,-0.053144,-0.048966,-0.050497,23205032.40,90,24507463.80,90,15.85,-0.053166
19480831,0.015539,0.008123,0.017540,0.011143,23395827.10,90,23205032.40,90,15.97,0.007571
