caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
19770429,0.000641,-0.000503,0.008245,0.006641,602718249.00,500,601741133.00,498,98.44,0.000203
19770531,-0.015064,-0.023541,-0.013983,-0.019743,591411644.00,500,604361998.00,500,96.12,-0.023568
19770630,0.047776,0.045705,0.052666,0.049498,620052333.00,500,591604858.00,500,100.48,0.045360
19770729,-0.015453,-0.016589,-0.017614,-0.019139,610833966.00,500,620052333.00,500,98.85,-0.016222
19770831,-0.012310,-0.020221,-0.014606,-0.020464,599095754.00,500,610833966.00,500,96.77,-0.021042
19770930,-0.000825,-0.003084,-0.001940,-0.005207,598206381.00,500,599095754.00,500,96.53,-0.002480
19771031,-0.041984,-0.043869,-0.037299,-0.039474,572127829.00,500,598120956.00,499,92.34,-0.043406
19771130,0.036752,0.026953,0.062860,0.056317,589218487.00,500,572753717.00,500,94.83,0.026966
19771230,0.005570,0.003637,0.001322,-0.001858,594481564.00,500,589218487.00,500,95.10,0.002847
19780131,-0.060643,-0.062611,-0.052203,-0.054196,556967829.00,500,594481564.00,500,89.25,-0.061514
19780228,-0.016260,-0.024938,-0.010106,-0.016400,543089174.00,500,556929640.00,499,87.04,-0.024762
19780331,0.026925,0.024356,0.052852,0.049195,556897077.00,500,543249852.00,500,89.21,0.024931
19780428,0.088964,0.087593,0.084346,0.082595,606128316.00,500,556989558.00,499,96.83,0.085416
19780531,0.013719,0.004436,0.033585,0.027039,609584310.00,500,606760443.00,500,97.24,0.004234
19780630,-0.016578,-0.018953,-0.012138,-0.015439,599829769.00,500,609532320.00,499,95.53,-0.017585
19780731,0.056974,0.055121,0.061513,0.059432,633315847.00,500,599922948.00,500,100.68,0.053910
19780831,0.033641,0.025563,0.050556,0.044743,650678659.00,500,633960942.00,500,103.29,0.025924
19780929,-0.005163,-0.007483,-0.008445,-0.011506,646610977.00,500,650678659.00,500,102.54,-0.007261
19781031,-0.089570,-0.092269,-0.132708,-0.135258,592429103.00,500,652176264.00,499,93.15,-0.091574
19781130,0.026771,0.017400,0.028728,0.022027,604097848.00,500,592919172.00,499,94.70,0.016640
19781229,0.016627,0.014264,0.009073,0.005322,615931745.00,500,604102222.00,499,96.11,0.014889
19790131,0.042697,0.040161,0.068738,0.066211,641065799.00,500,615436980.00,496,99.93,0.039746
19790228,-0.028649,-0.036958,-0.030595,-0.036749,620259408.00,500,643455141.00,498,96.28,-0.036526
19790330,0.057361,0.054825,0.072952,0.069101,655684372.00,500,621342451.00,499,101.59,0.055152
19790430,0.004183,0.002218,0.010733,0.008284,657223904.00,500,655684372.00,500,101.76,0.001673
19790531,-0.016818,-0.026303,-0.012932,-0.019439,641323529.00,500,657774872.00,500,99.08,-0.026336
19790629,0.040324,0.037792,0.051772,0.047840,665919027.00,500,640969679.00,499,102.91,0.038656
19790731,0.012051,0.009737,0.027324,0.024765,673727755.00,500,666967533.00,500,103.81,0.008746
19790831,0.061865,0.053222,0.071897,0.065442,710875678.00,500,673727755.00,500,109.32,0.053078
19790928,0.001416,-0.000872,-0.000964,-0.003896,710769041.00,500,710454638.00,499,109.32,0.000000
19791031,-0.065560,-0.068517,-0.091444,-0.094343,662504340.00,500,710969681.00,500,101.82,-0.068606
19791130,0.052777,0.043570,0.065807,0.058867,693055996.00,500,662504340.00,500,106.16,0.042624
19791231,0.018340,0.015892,0.040352,0.036377,707416137.00,500,693104358.00,500,107.94,0.016767
19800131,0.061308,0.058935,0.058776,0.056395,750494264.00,500,708241165.00,500,114.16,0.057625
19800229,0.002611,-0.005574,-0.031633,-0.037766,747780101.00,500,751589950.00,500,113.66,-0.004380
19800331,-0.097518,-0.100096,-0.105716,-0.109875,672127528.00,500,745613849.00,499,102.09,-0.101795
19800430,0.042394,0.039877,0.045939,0.043137,702410163.00,500,672309381.00,498,106.29,0.041140
19800530,0.055560,0.046651,0.081396,0.074573,736800187.00,500,702410163.00,500,111.24,0.046571
19800630,0.029722,0.026895,0.032730,0.028529,756854493.00,500,736427437.00,499,114.24,0.026969
19800731,0.068200,0.065630,0.091636,0.089087,806826712.00,500,756854493.00,500,121.67,0.065039
19800829,0.013454,0.006030,0.026901,0.021016,812980237.00,500,807301092.00,500,122.38,0.005835
19800930,0.027935,0.025155,0.028600,0.024886,837757103.00,500,811538884.00,497,125.46,0.025168
19801031,0.017809,0.014742,0.008989,0.005923,849964314.00,500,837831548.00,498,127.47,0.016021
19801128,0.109910,0.103015,0.064686,0.059359,941031406.00,500,850501540.00,498,140.52,0.102377
19801231,-0.030634,-0.033006,-0.011078,-0.015066,919424016.00,500,942000789.00,500,135.76,-0.033874
19810130,-0.043370,-0.045036,-0.011364,-0.013366,878958424.00,500,919382392.00,499,129.55,-0.045742
19810227,0.021267,0.013492,0.028192,0.022379,892332358.00,500,880097963.00,500,131.27,0.013277
19810331,0.038285,0.035426,0.082034,0.077860,922348296.00,500,890072044.00,497,136.00,0.036033
19810430,-0.020211,-0.021967,0.000661,-0.001427,904043755.00,500,920737117.00,496,132.81,-0.023456
19810529,0.006539,-0.001124,0.017051,0.011688,905985939.00,500,907046869.00,499,132.59,-0.001657
19810630,-0.008255,-0.011180,-0.008757,-0.012767,900244202.00,500,907249007.00,500,131.21,-0.010408
19810731,0.000714,-0.000946,-0.017618,-0.019626,901729014.00,500,899505512.00,498,130.92,-0.002210
19810831,-0.055540,-0.063659,-0.062569,-0.068274,845474331.00,500,899434311.00,496,122.79,-0.062099
19810930,-0.050466,-0.053500,-0.051380,-0.055580,799675022.00,500,843871369.00,498,116.18,-0.053832
19811030,0.052115,0.048694,0.058788,0.055661,839292684.00,500,799661527.00,500,121.89,0.049148
19811130,0.043827,0.035918,0.042338,0.036247,873879192.00,500,838994136.00,499,126.35,0.036590
19811231,-0.027059,-0.029745,-0.019789,-0.023557,851316511.00,500,872880097.00,500,122.55,-0.030075
19820129,-0.015367,-0.016874,-0.019549,-0.021498,836871941.00,500,851260622.00,500,120.40,-0.017544
19820226,-0.050441,-0.059588,-0.036622,-0.042849,786717627.00,500,836824161.00,499,113.11,-0.060548
19820331,-0.006805,-0.010463,-0.003248,-0.008096,778829619.00,500,786339703.00,500,111.96,-0.010167
19820430,0.041550,0.040063,0.047615,0.045501,810825172.00,500,776067017.00,499,116.44,0.040014
19820528,-0.029505,-0.039834,-0.043972,-0.051000,781434082.00,500,810825172.00,500,111.88,-0.039162
19820630,-0.015779,-0.018934,-0.007225,-0.011401,769665113.00,500,779760754.00,498,109.61,-0.020290
19820730,-0.020199,-0.022058,-0.015098,-0.017268,743612136.00,500,760319904.00,497,107.09,-0.022991
19820831,0.127402,0.116647,0.129328,0.121731,841420395.00,500,744961686.00,498,119.51,0.115977
19820930,0.010496,0.007717,0.016275,0.012506,851212632.00,500,842347818.00,499,120.42,0.007614
19821029,0.113863,0.111235,0.143918,0.141359,947740073.00,500,851742198.00,499,133.71,0.110364
19821130,0.045754,0.037554,0.060061,0.054568,983365521.00,500,947437346.00,500,138.54,0.036123
19821231,0.016835,0.014676,0.015472,0.012346,1006322600.00,500,981347644.00,500,140.64,0.015158
19830131,0.035293,0.033317,0.035262,0.033168,1039979280.00,500,1006313380.00,500,145.30,0.033134
19830228,0.025733,0.018539,0.040992,0.036144,1056784080.00,500,1037790260.00,500,148.06,0.018995
19830331,0.035470,0.032459,0.051423,0.048001,1095174060.00,500,1058008820.00,500,152.96,0.033095
19830429,0.075719,0.074655,0.068731,0.067365,1176235190.00,500,1094440010.00,499,164.42,0.074922
19830531,-0.005687,-0.012100,0.025788,0.020797,1165217990.00,500,1174379240.00,498,162.39,-0.012346
19830630,0.036970,0.033719,0.031633,0.028802,1211352890.00,500,1164623730.00,499,168.11,0.035224
19830729,-0.031238,-0.032321,-0.026509,-0.027889,1174219920.00,500,1212294970.00,499,162.56,-0.033014
19830831,0.015864,0.009484,0.004522,-0.000351,1187214840.00,500,1173778870.00,499,164.40,0.011319
19830930,0.014105,0.010838,0.026009,0.023181,1208335440.00,500,1189798660.00,499,166.07,0.010158
19831031,-0.013108,-0.014695,-0.018816,-0.020633,1192555910.00,500,1209216160.00,500,163.55,-0.015174
19831130,0.023846,0.017363,0.047169,0.042412,1214791050.00,500,1192555910.00,500,166.40,0.017426
19831230,-0.005749,-0.008699,-0.008631,-0.011392,1249077630.00,500,1245628870.00,499,164.93,-0.008834
19840131,-0.003898,-0.005657,-0.013908,-0.015610,1241600170.00,500,1249077630.00,500,163.41,-0.009216
19840229,-0.034034,-0.039505,-0.047416,-0.051678,1137430700.00,500,1231673040.00,496,157.06,-0.038859
19840330,0.017295,0.013714,0.022524,0.019239,1155048730.00,500,1140664830.00,499,159.18,0.013498
19840430,0.006781,0.005229,-0.008973,-0.010726,1160784230.00,500,1154868260.00,498,160.05,0.005466
19840531,-0.053131,-0.059544,-0.058790,-0.063507,1094470780.00,500,1163827220.00,500,150.55,-0.059356
19840629,0.022937,0.018709,0.031563,0.027846,1100459790.00,500,1082151670.00,499,153.18,0.017469
19840731,-0.013765,-0.015641,-0.029442,-0.031390,1087618390.00,500,1104372300.00,500,150.66,-0.016451
19840831,0.112438,0.105753,0.128257,0.123064,1200703690.00,500,1086047540.00,500,166.68,0.106332
19840928,-0.000064,-0.003292,0.003490,0.000550,1197100670.00,500,1200313560.00,499,166.10,-0.003480
19841031,0.003331,0.000216,0.000610,-0.001619,1193390380.00,500,1192934180.00,500,166.09,-0.000060
19841130,-0.009841,-0.014950,-0.003016,-0.007266,1173894250.00,500,1192782710.00,500,163.58,-0.015112
19841231,0.025556,0.021843,0.024721,0.021253,1197609540.00,500,1172840990.00,499,167.24,0.022374
19850131,0.076868,0.074737,0.094720,0.092790,1285818410.00,500,1196414530.00,500,179.63,0.074085
19850228,0.014166,0.008886,0.009790,0.005877,1297564690.00,500,1286269340.00,500,181.19,0.008685
19850329,-0.000636,-0.003980,-0.003593,-0.006656,1289551970.00,500,1296368440.00,499,180.66,-0.002925
19850430,-0.003704,-0.005413,-0.011623,-0.013323,1285298480.00,500,1291451790.00,500,179.83,-0.004594
19850531,0.062740,0.056847,0.066695,0.062522,1353227680.00,500,1284835860.00,500,189.55,0.054051
19850628,0.016065,0.012925,0.014504,0.011597,1354417850.00,500,1336915320.00,500,191.85,0.012134
19850731,-0.003321,-0.005235,0.009243,0.007457,1347352940.00,500,1355121780.00,500,190.92,-0.004848
19850830,-0.006473,-0.011871,-0.008381,-0.012437,1329905880.00,500,1346366990.00,500,188.63,-0.011995
19850930,-0.033248,-0.036197,-0.044999,-0.047550,1276501990.00,500,1322691570.00,500,182.08,-0.034724
19851031,0.045079,0.042653,0.042571,0.040654,1333602110.00,500,1278748340.00,500,189.82,0.042509
19851129,0.071887,0.066630,0.074397,0.070386,1410949630.00,500,1325172250.00,500,202.17,0.065062
19851231,0.048156,0.045156,0.043535,0.040813,1480667030.00,500,1409075500.00,500,211.28,0.045061
19860131,0.004706,0.002962,0.016882,0.015342,1484606310.00,500,1479819170.00,500,211.78,0.002367
19860228,0.076525,0.071556,0.080966,0.077509,1589622680.00,500,1482508790.00,500,226.92,0.071489
19860331,0.055832,0.053320,0.060394,0.058049,1671573890.00,500,1588343210.00,499,238.90,0.052794
19860430,-0.013348,-0.015054,-0.019923,-0.021380,1642760880.00,500,1668204960.00,499,235.52,-0.014148
19860530,0.055326,0.050804,0.057889,0.054504,1724749350.00,500,1644868210.00,500,247.35,0.050229
19860630,0.015744,0.013310,0.001974,-0.000149,1748550190.00,500,1718438020.00,499,250.84,0.014110
19860731,-0.057541,-0.059378,-0.075330,-0.076818,1652188980.00,500,1748786110.00,499,236.12,-0.058683
19860829,0.074417,0.070076,0.077913,0.074544,1772686180.00,500,1653062200.00,500,252.93,0.071193
19860930,-0.083243,-0.085664,-0.071240,-0.073145,1617006670.00,500,1768816440.00,500,231.32,-0.085439
19861031,0.056538,0.053813,0.063058,0.059845,1700190900.00,500,1614313450.00,500,243.98,0.054729
19861128,0.024876,0.019717,0.022384,0.018212,1731030070.00,500,1697652260.00,500,249.22,0.021477
19861231,-0.027513,-0.030174,-0.032351,-0.034728,1673969690.00,500,1729530810.00,499,242.17,-0.028288
19870130,0.135183,0.133724,0.141074,0.139769,1903806490.00,500,1675204730.00,500,274.08,0.131767
19870227,0.041778,0.037845,0.059275,0.056598,1974781120.00,500,1902489610.00,500,284.20,0.036924
19870331,0.026336,0.023832,0.019910,0.017727,2023149540.00,500,1973485700.00,500,291.70,0.026390
19870430,-0.009045,-0.011093,-0.012616,-0.015321,2004505370.00,500,2024964530.00,499,288.36,-0.011450
19870529,0.009128,0.005199,0.012787,0.010011,2014116250.00,500,2004326900.00,500,290.10,0.006034
19870630,0.050140,0.047654,0.044007,0.041715,2103716950.00,500,1996845210.00,498,304.00,0.047915
19870731,0.049843,0.047883,0.065255,0.062815,2204747480.00,500,2104418890.00,499,318.66,0.048224
19870831,0.039108,0.035441,0.029417,0.026639,2291539780.00,500,2208870660.00,499,329.80,0.034959
19870930,-0.021940,-0.024079,-0.016378,-0.018613,2241474230.00,500,2290786440.00,500,321.83,-0.024166
19871030,-0.215795,-0.217944,-0.256070,-0.257781,1752282500.00,500,2240564260.00,500,251.79,-0.217630
19871130,-0.081874,-0.086541,-0.062283,-0.065983,1600625140.00,500,1752282500.00,500,230.30,-0.085349
19871231,0.073922,0.071025,0.094687,0.091944,1711657220.00,500,1596889640.00,500,247.08,0.072861
19880129,0.042712,0.041086,0.050075,0.048666,1779388160.00,500,1711657220.00,500,257.07,0.040432
19880229,0.047445,0.040574,0.075351,0.070554,1849150230.00,500,1777094100.00,500,267.82,0.041817
19880331,-0.030847,-0.033368,-0.007630,-0.009889,1783600710.00,500,1849536510.00,500,258.89,-0.033343
19880429,0.010516,0.008773,0.003409,0.002105,1810206540.00,500,1794664650.00,500,261.33,0.009425
19880531,0.008012,0.002882,0.004565,0.000700,1811159240.00,500,1805952840.00,500,262.16,0.003176
19880630,0.047676,0.045068,0.060296,0.058011,1880035460.00,500,1810734820.00,500,273.50,0.043256
19880729,-0.004458,-0.007393,-0.010679,-0.014683,1867345360.00,500,1881578440.00,500,272.02,-0.005411
19880831,-0.032488,-0.037290,-0.033321,-0.037054,1796903750.00,500,1867413760.00,500,261.52,-0.038600
19880930,0.042739,0.040086,0.041666,0.039429,1864651110.00,500,1796903750.00,500,271.91,0.039729
19881031,0.026891,0.023328,0.013806,0.010892,1909704860.00,500,1863715280.00,498,278.97,0.025964
19881130,-0.014355,-0.019770,-0.022981,-0.027705,1869942410.00,500,1910743650.00,500,273.70,-0.018891
19881230,0.018553,0.015184,0.027689,0.024537,1873261790.00,500,1857788960.00,500,277.72,0.014688
19890131,0.072303,0.069633,0.071117,0.068598,1995895570.00,500,1869461900.00,500,297.47,0.071115
19890228,-0.025031,-0.029187,-0.011182,-0.014701,1916452910.00,500,1975988500.00,500,288.86,-0.028944
19890331,0.023038,0.020440,0.020053,0.017175,1957844650.00,500,1917409030.00,500,294.87,0.020806
19890428,0.051707,0.049899,0.049637,0.048389,2054123610.00,500,1956874870.00,500,309.64,0.050090
19890531,0.041022,0.035451,0.047241,0.042324,2127029740.00,500,2052732430.00,499,320.52,0.035138
19890630,-0.005611,-0.007940,-0.006750,-0.008871,2108810760.00,500,2126857310.00,499,317.98,-0.007925
19890731,0.090053,0.088194,0.082832,0.081447,2291840670.00,500,2106257560.00,500,346.08,0.088370
19890831,0.019853,0.015516,0.029177,0.025708,2319747940.00,500,2284510660.00,500,351.45,0.015517
19890929,-0.004004,-0.006616,-0.015646,-0.019462,2303271950.00,500,2320064780.00,500,349.15,-0.006544
19891031,-0.023639,-0.025668,-0.046675,-0.048199,2245974590.00,500,2291250720.00,500,340.36,-0.025175
19891130,0.020479,0.016641,0.012291,0.008920,2283429520.00,500,2245974590.00,500,345.99,0.016541
19891229,0.022657,0.019988,0.015265,0.012744,2331045780.00,500,2283152230.00,500,353.40,0.021417
19900131,-0.067661,-0.069407,-0.073185,-0.074576,2169257170.00,500,2331045780.00,500,329.08,-0.068817
19900228,0.013381,0.008986,0.014022,0.010310,2189175420.00,500,2167660830.00,499,331.89,0.008539
19900330,0.026588,0.024360,0.031748,0.029479,2235390660.00,500,2183095680.00,500,339.94,0.024255
19900430,-0.024504,-0.026508,-0.040596,-0.042154,2174598700.00,500,2235390660.00,500,330.80,-0.026887
19900531,0.097419,0.092408,0.096223,0.092115,2374490580.00,500,2173568860.00,500,361.23,0.091989
19900629,-0.006754,-0.008921,-0.014536,-0.016793,2349498440.00,500,2372779120.00,500,358.02,-0.008886
19900731,-0.004454,-0.006508,-0.024605,-0.026190,2334209120.00,500,2349498440.00,500,356.15,-0.005223
19900831,-0.090801,-0.094897,-0.112374,-0.116285,2112582920.00,500,2334144960.00,500,322.56,-0.094314
19900928,-0.048959,-0.051213,-0.073624,-0.075721,2002928580.00,500,2111638140.00,499,306.05,-0.051184
19901031,-0.003597,-0.006110,-0.036372,-0.038472,1991168900.00,500,2003368480.00,500,304.00,-0.006698
19901130,0.064561,0.059897,0.092115,0.087744,2110446020.00,500,1991168900.00,500,322.22,0.059934
19901231,0.027987,0.024954,0.041912,0.038775,2157632800.00,500,2109306380.00,500,330.22,0.024828
19910131,0.045001,0.043063,0.082065,0.080434,2252386090.00,500,2159391170.00,500,343.93,0.041518
19910228,0.071565,0.067371,0.085194,0.081480,2405166440.00,500,2253452300.00,500,367.07,0.067281
19910328,0.024354,0.022312,0.030853,0.028634,2467384060.00,500,2405166440.00,500,375.22,0.022203
19910430,0.002268,0.000214,0.005046,0.003352,2468691450.00,500,2468209980.00,499,375.35,0.000346
19910531,0.042930,0.038759,0.054462,0.050928,2564421530.00,500,2469616230.00,500,389.83,0.038577
19910628,-0.045357,-0.047498,-0.049743,-0.051792,2450413650.00,500,2564421530.00,500,371.16,-0.047893
19910731,0.046526,0.044799,0.041944,0.040443,2562517660.00,500,2450413650.00,500,387.81,0.044859
19910830,0.023885,0.019912,0.022633,0.018944,2613522050.00,500,2562517660.00,500,395.43,0.019649
19910930,-0.016861,-0.019061,-0.019202,-0.021058,2576043750.00,500,2609675860.00,500,387.86,-0.019144
19911031,0.013458,0.011899,0.010790,0.009445,2607206870.00,500,2576043750.00,500,392.46,0.011860
19911129,-0.040214,-0.043973,-0.050809,-0.054160,2503675760.00,500,2618010040.00,500,375.22,-0.043928
19911231,0.114089,0.111476,0.113619,0.111208,2789110760.00,500,2503675760.00,500,417.09,0.111588
19920131,-0.018348,-0.019654,0.017853,0.016647,2745911680.00,500,2800740140.00,500,408.79,-0.019900
19920228,0.012865,0.009442,0.030385,0.027321,2773359970.00,500,2747385930.00,500,412.70,0.009565
19920331,-0.019470,-0.021873,-0.020264,-0.022422,2728268260.00,500,2773359970.00,500,403.69,-0.021832
19920430,0.028614,0.027157,0.016597,0.015297,2799309950.00,500,2725319640.00,500,414.95,0.027893
19920529,0.004850,0.001087,0.001930,-0.001292,2802423500.00,500,2799309950.00,500,415.35,0.000964
19920630,-0.015030,-0.017545,-0.020451,-0.022667,2771525140.00,500,2802423500.00,500,408.14,-0.017359
19920731,0.040924,0.039465,0.040790,0.039542,2886309510.00,500,2779162430.00,500,424.21,0.039374
19920831,-0.020615,-0.024214,-0.027431,-0.030637,2818496900.00,500,2888621690.00,500,414.03,-0.023998
19920930,0.011340,0.008916,0.018991,0.016985,2846183180.00,500,2818496900.00,500,417.80,0.009106
19921030,0.004796,0.003455,0.020398,0.019325,2857804680.00,500,2847881010.00,500,418.68,0.002106
19921130,0.033794,0.030069,0.044229,0.040785,2943785130.00,500,2857804680.00,500,431.35,0.030262
19921231,0.013380,0.011197,0.022532,0.020620,2985091950.00,500,2943785130.00,500,435.71,0.010108
19930129,0.007282,0.005964,0.022706,0.021733,3002993400.00,500,2985091950.00,500,438.78,0.007046
19930226,0.013526,0.010361,0.010886,0.008018,3034142190.00,500,3002993400.00,500,443.38,0.010484
19930331,0.021202,0.018578,0.027450,0.025060,3101305850.00,500,3033016650.00,500,451.67,0.018697
19930430,-0.024519,-0.025780,-0.021945,-0.022986,3021410410.00,500,3101305850.00,500,440.19,-0.025417
19930528,0.026259,0.022549,0.031630,0.028380,3089518660.00,500,3021410410.00,500,450.19,0.022717
19930630,0.003466,0.001095,0.003477,0.001367,3107724070.00,500,3089518660.00,500,450.53,0.000755
19930730,-0.004593,-0.005909,-0.000721,-0.001789,3095027090.00,500,3120483250.00,500,448.13,-0.005327
19930831,0.037431,0.033957,0.040022,0.036714,3200756680.00,500,3095027090.00,500,463.56,0.034432
19930930,-0.007582,-0.009842,-0.006236,-0.008034,3176271090.00,500,3201480910.00,500,458.93,-0.009988
19931029,0.019884,0.018590,0.019667,0.018666,3244481480.00,500,3182384410.00,499,467.83,0.019393
19931130,-0.008655,-0.012084,-0.008570,-0.011803,3212582540.00,500,3246691510.00,500,461.79,-0.012911
19931231,0.012646,0.010617,0.023359,0.021620,3258608580.00,500,3216985690.00,500,466.45,0.010091
19940131,0.033429,0.031954,0.037019,0.035801,3373853650.00,500,3265025000.00,500,481.61,0.032501
19940228,-0.027161,-0.030121,-0.017379,-0.020103,3282927660.00,500,3373853650.00,500,467.14,-0.030045
19940331,-0.043456,-0.045728,-0.043719,-0.045656,3138972940.00,500,3281536220.00,499,445.77,-0.045746
19940429,0.012817,0.011477,0.004462,0.003410,3182866410.00,500,3152739470.00,500,450.91,0.011531
19940531,0.016309,0.012559,0.012087,0.008621,3221406980.00,500,3182866410.00,500,456.51,0.012419
19940630,-0.024762,-0.027113,-0.021933,-0.023789,3161937000.00,500,3247039430.00,500,444.27,-0.026812
19940729,0.032714,0.031381,0.033750,0.032604,3268304340.00,500,3166536970.00,500,458.25,0.031467
19940831,0.041341,0.037990,0.052232,0.048938,3393734830.00,500,3268304340.00,500,475.50,0.037643
19940930,-0.023940,-0.026238,-0.026000,-0.027803,3319353130.00,500,3387731790.00,500,462.71,-0.026898
19941031,0.022619,0.021043,0.011997,0.010581,3392220690.00,500,3322289880.00,500,472.35,0.020834
19941130,-0.036248,-0.039423,-0.043415,-0.046398,3257204680.00,500,3392220690.00,500,453.69,-0.039505
19941230,0.014955,0.012419,0.016548,0.014254,3301191860.00,500,3260500970.00,500,459.27,0.012299
19950131,0.026000,0.024348,0.021154,0.019698,3382004240.00,500,3301191860.00,500,470.42,0.024278
19950228,0.039228,0.036328,0.044549,0.041677,3506468620.00,500,3383155920.00,500,487.39,0.036074
19950331,0.029334,0.027179,0.029457,0.027590,3612503300.00,500,3511373450.00,500,500.71,0.027329
19950428,0.029395,0.027914,0.023800,0.022491,3709079450.00,500,3614262870.00,500,514.71,0.027960
19950531,0.039809,0.036454,0.035709,0.032540,3856765310.00,500,3719656050.00,499,533.40,0.036312
19950630,0.024155,0.022198,0.025803,0.024140,3943476460.00,500,3856765310.00,500,544.75,0.021279
19950731,0.033405,0.032023,0.033271,0.032047,4079536800.00,500,3960225500.00,499,562.06,0.031776
19950831,0.003495,0.000642,0.007707,0.004788,4083074050.00,500,4081983800.00,500,561.88,-0.000320
19950929,0.042102,0.040182,0.024752,0.023133,4253839440.00,500,4085427870.00,500,584.41,0.040098
19951031,-0.003442,-0.004864,-0.024119,-0.025353,4245197640.00,500,4259417540.00,500,581.50,-0.004979
19951130,0.044179,0.041338,0.050988,0.048080,4434004940.00,500,4243752150.00,499,605.37,0.041049
19951229,0.017643,0.015809,0.014641,0.012755,4520478250.00,500,4433470940.00,498,615.93,0.017444
19960131,0.034861,0.033415,0.030677,0.029272,4690897410.00,500,4523928300.00,500,636.02,0.032617
19960229,0.010088,0.007689,0.012873,0.010448,4734938920.00,500,4678941240.00,500,640.43,0.006934
19960329,0.009585,0.007860,0.019612,0.017959,4780433960.00,500,4746085500.00,500,645.50,0.007917
19960430,0.015133,0.013857,0.028410,0.027322,4856102560.00,500,4763330140.00,500,654.17,0.013431
19960531,0.025257,0.022530,0.013102,0.010467,4969866370.00,500,4852936730.00,499,669.12,0.022853
19960628,0.004128,0.002562,-0.009331,-0.010898,4987787350.00,500,4969866370.00,500,670.63,0.002257
19960731,-0.044441,-0.046048,-0.055908,-0.057147,4761953990.00,500,4983682170.00,500,639.95,-0.045748
19960830,0.021928,0.019589,0.032975,0.030535,4865735200.00,500,4769499290.00,500,651.99,0.018814
19960930,0.056035,0.054112,0.049854,0.048156,5129829190.00,500,4863293990.00,499,687.31,0.054173
19961031,0.026798,0.025348,0.013655,0.012347,5274840940.00,500,5165299950.00,500,705.27,0.026131
19961129,0.076455,0.074218,0.070028,0.067803,5664657020.00,500,5279818740.00,500,757.02,0.073376
19961231,-0.019815,-0.021518,-0.016817,-0.018512,5545322430.00,500,5647614170.00,498,740.74,-0.021505
19970131,0.062779,0.061689,0.039140,0.038108,5921447970.00,500,5558283460.00,500,786.16,0.061317
19970228,0.007752,0.005800,0.013457,0.011391,5957281530.00,500,5921447970.00,500,790.82,0.005928
19970331,-0.041653,-0.043310,-0.035120,-0.036683,5703113550.00,500,5957281530.00,500,757.12,-0.042614
19970430,0.060274,0.059016,0.032138,0.030870,6032151470.00,500,5692700710.00,500,801.34,0.058406
19970530,0.061401,0.059272,0.073897,0.071723,6386661630.00,500,6029307780.00,500,848.28,0.058577
19970630,0.044103,0.042762,0.038820,0.037303,6668015310.00,500,6373557670.00,499,885.14,0.043453
19970731,0.080388,0.078977,0.079766,0.078636,7220558480.00,500,6677441980.00,500,954.29,0.078123
19970829,-0.054970,-0.056458,-0.028003,-0.029745,6853123510.00,500,7197429650.00,500,899.47,-0.057446
19970930,0.053886,0.052408,0.051665,0.050189,7233836860.00,500,6857347930.00,500,947.28,0.053154
19971031,-0.032605,-0.033730,-0.043194,-0.044241,6991514030.00,500,7243597230.00,500,914.62,-0.034478
19971128,0.046321,0.044625,0.031342,0.029479,7308394530.00,500,6986980100.00,500,955.40,0.044587
19971231,0.017147,0.015700,0.015319,0.013788,7440534250.00,500,7313955340.00,500,970.43,0.015732
19980130,0.011994,0.011080,-0.002326,-0.003152,7545938650.00,500,7448593110.00,500,980.28,0.010150
19980227,0.071956,0.070303,0.078865,0.077036,8078896740.00,500,7543147370.00,500,1049.34,0.070449
19980331,0.051336,0.050104,0.050179,0.048835,8498184000.00,500,8078896740.00,500,1101.75,0.049946
19980430,0.011275,0.010232,0.004209,0.003227,8580996930.00,500,8512492460.00,500,1111.75,0.009076
19980529,-0.017674,-0.019206,-0.024932,-0.026546,8433892020.00,500,8580869300.00,500,1090.82,-0.018826
19980630,0.040970,0.039800,0.010836,0.009456,8831046660.00,500,8408346170.00,498,1133.84,0.039438
19980731,-0.010109,-0.011112,-0.044451,-0.045311,8797989770.00,500,8840223600.00,500,1120.67,-0.011615
19980831,-0.143124,-0.144504,-0.148456,-0.150280,7558790250.00,500,8818868100.00,500,957.28,-0.145797
19980930,0.063176,0.061612,0.060341,0.058597,8041223980.00,500,7530956760.00,499,1017.01,0.062396
19981030,0.080111,0.079144,0.088840,0.087860,8749887020.00,500,7987891620.00,500,1098.67,0.080294
19981130,0.062164,0.060685,0.050710,0.048847,9258095600.00,500,8719797590.00,499,1163.63,0.059126
19981231,0.059673,0.058454,0.029082,0.027529,9806834360.00,500,9267061590.00,500,1229.23,0.056375
19990129,0.042800,0.042000,0.010847,0.010044,10304050000.00,500,9834164300.00,500,1279.64,0.041009
19990226,-0.031935,-0.033156,-0.019371,-0.021184,9970562320.00,500,10304050000.00,500,1238.33,-0.032283
19990331,0.038979,0.037774,0.021855,0.020209,10346675700.00,500,9952725170.00,500,1286.37,0.038794
19990430,0.037559,0.036771,0.096934,0.095960,10775531900.00,500,10343821800.00,500,1335.18,0.037944
19990528,-0.023159,-0.024833,-0.001112,-0.003032,10532289500.00,500,10790858200.00,500,1301.84,-0.024970
