"","Year","Month","GrossReturn","PriceReturn","CPI","rate","adjusted.GR"
"540",1970,"Dec",0.058684,0.057358,39.8,5.47128978224456,-0.836402937339518
"541",1971,"Jan",0.042828,0.0415,39.8,5.47128978224456,-0.838853144413153
"542",1971,"Feb",0.013317,0.008152,39.9,5.45507101086049,-0.84302000732523
"543",1971,"Mar",0.039068,0.037624,40,5.43893333333333,-0.838627308871035
"544",1971,"Apr",0.036965,0.035789,40.1,5.42287614297589,-0.838551300551851
"545",1971,"May",-0.03715,-0.042138,40.3,5.39100082712986,-0.849342845347055
"546",1971,"Jun",0.002439,0.001061,40.6,5.34377668308703,-0.841980723774124
"547",1971,"Jul",-0.040827,-0.041901,40.7,5.32819000819001,-0.848428539794376
"548",1971,"Aug",0.042036,0.036549,40.8,5.31267973856209,-0.834929690217841
"549",1971,"Sep",-0.005038,-0.006387,40.8,5.31267973856209,-0.842386745216599
"550",1971,"Oct",-0.040129,-0.042015,40.9,5.29724531377343,-0.847572874777396
"551",1971,"Nov",0.002898,-0.002029,40.9,5.29724531377343,-0.84074020464052
"552",1971,"Dec",0.08788,0.086486,41.1,5.26660178426602,-0.826400330282449
"553",1972,"Jan",0.019088,0.017814,41.1,5.26660178426602,-0.83737789074795
"554",1972,"Feb",0.030221,0.025416,41.3,5.23625504439064,-0.834801336272053
"555",1972,"Mar",0.007315,0.006132,41.4,5.22119162640902,-0.838083270779839
"556",1972,"Apr",0.005476,0.004658,41.5,5.20620080321285,-0.837988484117452
"557",1972,"May",0.022019,0.016763,41.6,5.19128205128205,-0.834926111985422
"558",1972,"Jun",-0.020156,-0.021378,41.7,5.17643485211831,-0.841357672595875
"559",1972,"Jul",0.003245,0.002126,41.9,5.14695306284805,-0.836789871381388
"560",1972,"Aug",0.039425,0.034649,42,5.13231746031746,-0.830500458150418
"561",1972,"Sep",-0.003277,-0.004516,42.1,5.11775138558987,-0.837076903394972
"562",1972,"Oct",0.010878,0.009503,42.3,5.08882584712372,-0.833978171591568
"563",1972,"Nov",0.050297,0.045173,42.4,5.07446540880503,-0.827096389671167
"564",1972,"Dec",0.013663,0.012622,42.5,5.06017254901961,-0.8327336405357
"565",1973,"Jan",-0.016752,-0.018044,42.6,5.04594679186229,-0.837370715646484
"566",1973,"Feb",-0.033818,-0.038229,42.9,5.00366744366744,-0.839068034819432
"567",1973,"Mar",-0.001093,-0.002089,43.3,4.94820631254811,-0.832065845145159
"568",1973,"Apr",-0.040064,-0.041236,43.6,4.90727828746177,-0.837499445042657
"569",1973,"May",-0.01395,-0.019002,43.9,4.86690964312832,-0.831930256305392
"570",1973,"Jun",-0.005178,-0.006522,44.2,4.82708898944193,-0.829276333036528
"571",1973,"Jul",0.039128,0.037679,44.3,4.8139352896915,-0.821269424542367
"572",1973,"Aug",-0.031544,-0.036505,45.1,4.71080561714708,-0.830416921022116
"573",1973,"Sep",0.042219,0.041038,45.2,4.69817109144543,-0.817095874575499
"574",1973,"Oct",0.000312,-0.00156,45.6,4.64818713450292,-0.82289680278307
"575",1973,"Nov",-0.10722,-0.113046,45.9,4.61127087872186,-0.840895223328916
"576",1973,"Dec",0.017971,0.016534,46.2,4.57483405483406,-0.817398869636793
"577",1974,"Jan",-0.00812,-0.009749,46.6,4.52698140200286,-0.82053856746459
"578",1974,"Feb",0.001992,-0.003695,47.2,4.45672316384181,-0.81637477843121
"579",1974,"Mar",-0.021818,-0.023154,47.8,4.38822873082287,-0.818459451358403
"580",1974,"Apr",-0.037649,-0.039359,48,4.36577777777778,-0.820650231922472
"581",1974,"May",-0.026896,-0.033127,48.6,4.29953360768176,-0.816379313343825
"582",1974,"Jun",-0.012816,-0.014583,49,4.25627210884354,-0.812189327424832
"583",1974,"Jul",-0.076698,-0.0785,49.4,4.21371120107962,-0.822908871552224
"584",1974,"Aug",-0.082177,-0.089737,50,4.15114666666667,-0.821821613828377
"585",1974,"Sep",-0.117511,-0.119578,50.6,4.09006587615283,-0.826625230110577
"586",1974,"Oct",0.168113,0.164814,51.1,4.04026092628832,-0.768243545903048
"587",1974,"Nov",-0.045688,-0.053816,51.5,4.00111326860841,-0.809180086763853
"588",1974,"Dec",-0.018021,-0.020305,51.9,3.96256904303147,-0.80212285381119
"589",1975,"Jan",0.12361,0.121698,52.1,3.94351887396033,-0.772710486467738
"590",1975,"Feb",0.06746,0.059497,52.5,3.90585396825397,-0.782410971278887
"591",1975,"Mar",0.024014,0.022122,52.7,3.88723592662872,-0.790471748167398
"592",1975,"Apr",0.049424,0.047293,52.9,3.86875866414619,-0.784457585107264
"593",1975,"May",0.051193,0.044794,53.2,3.84130325814536,-0.782869829889009
"594",1975,"Jun",0.04622,0.044342,53.6,3.80517412935323,-0.782272198293713
"595",1975,"Jul",-0.065504,-0.067553,54.2,3.7519803198032,-0.803345986912946
"596",1975,"Aug",-0.015663,-0.021731,54.3,3.74322897483119,-0.792475335847552
"597",1975,"Sep",-0.03225,-0.034226,54.6,3.71716727716728,-0.79484509597863
"598",1975,"Oct",0.064855,0.062135,54.9,3.69139040680024,-0.773019316734656
"599",1975,"Nov",0.030089,0.023996,55.3,3.65745629897529,-0.778830130896422
"600",1975,"Dec",-0.010485,-0.012296,55.5,3.64067267267267,-0.786773368906858
"601",1976,"Jan",0.120143,0.118545,55.6,3.63232613908873,-0.758189953304895
"602",1976,"Feb",-0.005756,-0.01162,55.8,3.61572281959379,-0.784596250931831
"603",1976,"Mar",0.03264,0.030786,55.9,3.60746571258199,-0.775876791186946
"604",1976,"Apr",-0.00961,-0.010699,56.1,3.59103980986334,-0.784277627505591
"605",1976,"May",-0.008116,-0.015026,56.5,3.55853687315634,-0.782411763335542
"606",1976,"Jun",0.043959,0.042158,56.8,3.53446009389671,-0.769772149631409
"607",1976,"Jul",-0.007202,-0.008454,57.1,3.51063631056626,-0.779898459630995
"608",1976,"Aug",0.001599,-0.004982,57.4,3.48706155632985,-0.776780641980038
"609",1976,"Sep",0.024421,0.02267,57.6,3.47148148148148,-0.770898972914768
"610",1976,"Oct",-0.020211,-0.021995,57.9,3.44831318364997,-0.779739204604282
"611",1976,"Nov",-0.001041,-0.008628,58,3.44064367816092,-0.775041846993291
"612",1976,"Dec",0.053775,0.05217,58.2,3.42538373424971,-0.761879406785803
"613",1977,"Jan",-0.049654,-0.051167,58.5,3.40268945868946,-0.784144212550733
"614",1977,"Feb",-0.015638,-0.0224,59.1,3.35799210377891,-0.774124877567713
"615",1977,"Mar",-0.012502,-0.014548,59.5,3.32869467787115,-0.771871644112897
"616",1977,"Apr",0.000641,-0.000503,60,3.29262222222222,-0.766892834216848
"617",1977,"May",-0.015064,-0.023541,60.3,3.27126589275843,-0.769404194276485
"618",1977,"Jun",0.047776,0.045705,60.7,3.2431191652938,-0.753064677379276
"619",1977,"Jul",-0.015453,-0.016589,61,3.22225136612022,-0.766819425318893
"620",1977,"Aug",-0.01231,-0.020221,61.2,3.20845315904139,-0.765308068624203
"621",1977,"Sep",-0.000825,-0.003084,61.4,3.19474484256243,-0.761803151919573
"622",1977,"Oct",-0.041984,-0.043869,61.6,3.18112554112554,-0.770871266462354
"623",1977,"Nov",0.036752,0.026953,61.9,3.16086160473883,-0.750832375962892
"624",1977,"Dec",0.00557,0.003637,62.1,3.14746108427268,-0.75754564550029
"625",1978,"Jan",-0.060643,-0.062611,62.5,3.12091733333333,-0.772051481741282
"626",1978,"Feb",-0.01626,-0.024938,62.9,3.09471118177001,-0.759753507309699
"627",1978,"Mar",0.026925,0.024356,63.4,3.06241850683491,-0.747213390675474
"628",1978,"Apr",0.088964,0.087593,63.9,3.03063119457486,-0.729827923362048
"629",1978,"May",0.013719,0.004436,64.5,2.99313695090439,-0.746134677456929
"630",1978,"Jun",-0.016578,-0.018953,65.2,2.95026584867076,-0.751049160316409
"631",1978,"Jul",0.056974,0.055121,65.7,2.9202029426687,-0.730377734148513
"632",1978,"Aug",0.033641,0.025563,66,2.90238383838384,-0.735125748053508
"633",1978,"Sep",-0.005163,-0.007483,66.5,2.87304260651629,-0.743138121350327
"634",1978,"Oct",-0.08957,-0.092269,67.1,2.83841033283656,-0.762810663515696
"635",1978,"Nov",0.026771,0.0174,67.4,2.82132542037587,-0.731305008852398
"636",1978,"Dec",0.016627,0.014264,67.7,2.80439192516002,-0.732775429030688
"637",1979,"Jan",0.042697,0.040161,68.3,2.77097120546608,-0.723493778343204
"638",1979,"Feb",-0.028649,-0.036958,69.1,2.72731307284129,-0.739396455028783
"639",1979,"Mar",0.057361,0.054825,69.8,2.68993314231137,-0.713447111581628
"640",1979,"Apr",0.004183,0.002218,70.6,2.6481208687441,-0.724739657448439
"641",1979,"May",-0.016818,-0.026303,71.5,2.60220046620047,-0.727060720460946
"642",1979,"Jun",0.040324,0.037792,72.3,2.56234209313048,-0.707966283753003
"643",1979,"Jul",0.012051,0.009737,73.1,2.52335613315094,-0.71275938004742
"644",1979,"Aug",0.061865,0.053222,73.8,2.48993676603433,-0.695735174821917
"645",1979,"Sep",0.001416,-0.000872,74.6,2.45251117068812,-0.709945616251139
"646",1979,"Oct",-0.06556,-0.068517,75.2,2.42496453900709,-0.727167978133024
"647",1979,"Nov",0.052777,0.04357,75.9,2.39337725076856,-0.689755390514992
"648",1979,"Dec",0.01834,0.015892,76.7,2.35798348544111,-0.696740616975897
"649",1980,"Jan",0.061308,0.058935,77.8,2.31050556983719,-0.679412108630829
"650",1980,"Feb",0.002611,-0.005574,78.9,2.26435149978876,-0.69286058806324
"651",1980,"Mar",-0.097518,-0.100096,80.1,2.21544735746983,-0.719329256657417
"652",1980,"Apr",0.042394,0.039877,81,2.17972016460905,-0.672174296467324
"653",1980,"May",0.05556,0.046651,81.8,2.14862265688672,-0.664755000828295
"654",1980,"Jun",0.029722,0.026895,82.7,2.11435711406691,-0.669362901464011
"655",1980,"Jul",0.0682,0.06563,82.7,2.11435711406691,-0.657007863621304
"656",1980,"Aug",0.013454,0.00603,83.3,2.09192476990796,-0.672225530885033
"657",1980,"Sep",0.027935,0.025155,84,2.06615873015873,-0.664748276111985
"658",1980,"Oct",0.017809,0.014742,84.8,2.03723270440252,-0.664889358485878
"659",1980,"Nov",0.10991,0.103015,85.5,2.01236647173489,-0.631548813726911
"660",1980,"Dec",-0.030634,-0.033006,86.3,1.98444186944766,-0.675193539561418
"661",1981,"Jan",-0.04337,-0.045036,87,1.96042911877395,-0.676861035471714
"662",1981,"Feb",0.021267,0.013492,87.9,1.93011755783087,-0.651458694116003
"663",1981,"Mar",0.038285,0.035426,88.5,1.91025235404896,-0.643231969710304
"664",1981,"Apr",-0.020211,-0.021967,89.1,1.89065469509914,-0.661049449572393
"665",1981,"May",0.006539,-0.001124,89.8,1.86812175204157,-0.649059877153566
"666",1981,"Jun",-0.008255,-0.01118,90.6,1.8427961736571,-0.651137493011265
"667",1981,"Jul",0.000714,-0.000946,91.6,1.81176128093159,-0.644097097863
"668",1981,"Aug",-0.05554,-0.063659,92.3,1.79043698085952,-0.661536882402882
"669",1981,"Sep",-0.050466,-0.0535,93.2,1.76349070100143,-0.656400508365775
"670",1981,"Oct",0.052115,0.048694,93.4,1.75757316202712,-0.618463432090201
"671",1981,"Nov",0.043827,0.035918,93.7,1.7487442191391,-0.620253134965419
"672",1981,"Dec",-0.027059,-0.029745,94,1.73997163120567,-0.644908367327922
"673",1982,"Jan",-0.015367,-0.016874,94.3,1.73125486037469,-0.639494279979086
"674",1982,"Feb",-0.050441,-0.059588,94.6,1.72259337561663,-0.651229960190094
"675",1982,"Mar",-0.006805,-0.010463,94.5,1.72547442680776,-0.635588215309989
"676",1982,"Apr",0.04155,0.040063,94.9,1.71398665261679,-0.616228768481322
"677",1982,"May",-0.029505,-0.039834,95.8,1.68848990953375,-0.639018544738259
"678",1982,"Jun",-0.015779,-0.018934,97,1.65523024054983,-0.629327436480162
"679",1982,"Jul",-0.020199,-0.022058,97.5,1.64161367521368,-0.62908997284747
"680",1982,"Aug",0.127402,0.116647,97.7,1.63620607301262,-0.57233919929802
"681",1982,"Sep",0.010496,0.007717,97.9,1.63082056520259,-0.615900828294542
"682",1982,"Oct",0.113863,0.111235,98.2,1.62278343516633,-0.575312629679864
"683",1982,"Nov",0.045754,0.037554,98,1.62813605442177,-0.602092898409675
"684",1982,"Dec",0.016835,0.014676,97.6,1.63890710382514,-0.614675712333306
"685",1983,"Jan",0.035293,0.033317,97.8,1.6335105657805,-0.606877218017477
"686",1983,"Feb",0.025733,0.018539,97.9,1.63082056520259,-0.610109099203802
"687",1983,"Mar",0.03547,0.032459,97.9,1.63082056520259,-0.606407972593804
"688",1983,"Apr",0.075719,0.074655,98.6,1.61214334009466,-0.588185309937464
"689",1983,"May",-0.005687,-0.0121,99.2,1.59634408602151,-0.617033425826224
"690",1983,"Jun",0.03697,0.033719,99.5,1.58851591289782,-0.599395933850327
"691",1983,"Jul",-0.031238,-0.032321,99.9,1.57815148481815,-0.624241629824816
"692",1983,"Aug",0.015864,0.009484,100.2,1.57043246839654,-0.604788683425826
"693",1983,"Sep",0.014105,0.010838,100.7,1.55766964581265,-0.603504306484511
"694",1983,"Oct",-0.013108,-0.014695,101,1.55007260726073,-0.612994548786548
"695",1983,"Nov",0.023846,0.017363,101.2,1.54503293807642,-0.597708153524393
"696",1983,"Dec",-0.005749,-0.008699,101.3,1.54252056597565,-0.608950655776319
"697",1984,"Jan",-0.003898,-0.005657,101.9,1.52754988550867,-0.605902140364864
"698",1984,"Feb",-0.034034,-0.039505,102.4,1.51520833333333,-0.615949904746128
"699",1984,"Mar",0.017295,0.013714,102.6,1.51030539311241,-0.594752493943096
"700",1984,"Apr",0.006781,0.005229,103.1,1.49813126414484,-0.596986349576535
"701",1984,"May",-0.053131,-0.059544,103.4,1.49088330109607,-0.619866173745134
"702",1984,"Jun",0.022937,0.018709,103.7,1.48367727418836,-0.58813610341775
"703",1984,"Jul",-0.013765,-0.015641,104.1,1.47413384566122,-0.601381711127102
"704",1984,"Aug",0.112438,0.105753,104.5,1.464663476874,-0.54864507449474
"705",1984,"Sep",-6.4e-05,-0.003292,105,1.45292698412698,-0.592349871614346
"706",1984,"Oct",0.003331,0.000216,105.3,1.44593858816081,-0.589797141736727
"707",1984,"Nov",-0.009841,-0.01495,105.3,1.44593858816081,-0.595182395505467
"708",1984,"Dec",0.025556,0.021843,105.3,1.44593858816081,-0.580710650314752
"709",1985,"Jan",0.076868,0.074737,105.5,1.44130173775671,-0.558895984324526
"710",1985,"Feb",0.014166,0.008886,106,1.42978616352201,-0.582611006999089
"711",1985,"Mar",-0.000636,-0.00398,106.4,1.42065162907268,-0.587150836577487
"712",1985,"Apr",-0.003704,-0.005413,106.9,1.40932959151855,-0.586484139194898
"713",1985,"May",0.06274,0.056847,107.3,1.40034793414104,-0.55725585241862
"714",1985,"Jun",0.016065,0.012925,107.6,1.39365551425031,-0.575517448542202
"715",1985,"Jul",-0.003321,-0.005235,107.8,1.38921459492888,-0.582842411010105
"716",1985,"Aug",-0.006473,-0.011871,108,1.38479012345679,-0.583390173320633
"717",1985,"Sep",-0.033248,-0.036197,108.3,1.37818405663281,-0.593491514122422
"718",1985,"Oct",0.045079,0.042653,108.7,1.36943268935909,-0.558932817676841
"719",1985,"Nov",0.071887,0.06663,109,1.36291131498471,-0.546370194597449
"720",1985,"Dec",0.048156,0.045156,109.3,1.35642573955474,-0.555192433011679
"721",1986,"Jan",0.004706,0.002962,109.6,1.34997566909976,-0.572461105359066
"722",1986,"Feb",0.076525,0.071556,109.3,1.35642573955474,-0.543153437034084
"723",1986,"Mar",0.055832,0.05332,108.8,1.36725490196078,-0.553984659985091
"724",1986,"Apr",-0.013348,-0.015054,108.6,1.37161448741559,-0.583974543402634
"725",1986,"May",0.055326,0.050804,108.9,1.36508111417202,-0.553788665565725
"726",1986,"Jun",0.015744,0.01331,109.5,1.35212176560122,-0.568158411331069
"727",1986,"Jul",-0.057541,-0.059378,109.5,1.35212176560122,-0.599315386735898
"728",1986,"Aug",0.074417,0.070076,109.7,1.34783348526284,-0.542379386466703
"729",1986,"Sep",-0.083243,-0.085664,110.2,1.33718088324259,-0.607750941926199
"730",1986,"Oct",0.056538,0.053813,110.3,1.33506195225144,-0.547533203998592
"731",1986,"Nov",0.024876,0.019717,110.4,1.33294685990338,-0.560694665783153
"732",1986,"Dec",-0.027513,-0.030174,110.5,1.33083559577677,-0.582773233014785
"733",1987,"Jan",0.135183,0.133724,111.2,1.31616306954436,-0.509886408721942
"734",1987,"Feb",0.041778,0.037845,111.6,1.30786140979689,-0.548595944462851
"735",1987,"Mar",0.026336,0.023832,112.1,1.29756764793339,-0.553294545680444
"736",1987,"Apr",-0.009045,-0.011093,112.7,1.28533569949719,-0.566385367270977
"737",1987,"May",0.009128,0.005199,113.1,1.27725316828765,-0.556866134142301
"738",1987,"Jun",0.05014,0.047654,113.5,1.26922760646109,-0.537225795680444
"739",1987,"Jul",0.049843,0.047883,113.8,1.26324545987112,-0.536133831431707
"740",1987,"Aug",0.039108,0.035441,114.4,1.25137529137529,-0.538456336453243
"741",1987,"Sep",-0.02194,-0.024079,115,1.23962898550725,-0.563293739128634
"742",1987,"Oct",-0.215795,-0.217944,115.3,1.2338016767852,-0.648937052850369
"743",1987,"Nov",-0.081874,-0.086541,115.4,1.23186597342577,-0.58862852387559
"744",1987,"Dec",0.073922,0.071025,115.4,1.23186597342577,-0.518823256957674
"745",1988,"Jan",0.042712,0.041086,115.7,1.22607893978681,-0.53159253188934
"746",1988,"Feb",0.047445,0.040574,116,1.22032183908046,-0.528246319266131
"747",1988,"Mar",-0.030847,-0.033368,116.5,1.21079256080114,-0.561626442397291
"748",1988,"Apr",0.010516,0.008773,117.1,1.19946484486194,-0.540562786279301
"749",1988,"May",0.008012,0.002882,117.5,1.19197730496454,-0.540135749710097
"750",1988,"Jun",0.047676,0.045068,118,1.18268926553672,-0.520006802368922
"751",1988,"Jul",-0.004458,-0.007393,118.5,1.17347960618847,-0.541959355328005
"752",1988,"Aug",-0.032488,-0.03729,119,1.16434733893557,-0.552977480742152
"753",1988,"Sep",0.042739,0.040086,119.8,1.14989426822482,-0.514981264236312
"754",1988,"Oct",0.026891,0.023328,120.2,1.14273987798114,-0.520757974146857
"755",1988,"Nov",-0.014355,-0.01977,120.3,1.1409587143253,-0.539624471315125
"756",1988,"Dec",0.018553,0.015184,120.5,1.13740525587829,-0.523462854225337
"757",1989,"Jan",0.072303,0.069633,121.1,1.12681530415634,-0.49581752684192
"758",1989,"Feb",-0.025031,-0.029187,121.6,1.1180701754386,-0.539689944504266
"759",1989,"Mar",0.023038,0.02044,122.3,1.1059471245571,-0.514214773927359
"760",1989,"Apr",0.051707,0.049899,123.1,1.09226103438939,-0.497334709812184
"761",1989,"May",0.041022,0.035451,123.8,1.08043080236941,-0.499612292408681
"762",1989,"Jun",-0.005611,-0.00794,124.1,1.07540155788343,-0.520869107849126
"763",1989,"Jul",0.090053,0.088194,124.4,1.07039657020364,-0.473505213596455
"764",1989,"Aug",0.019853,0.015516,124.6,1.0670733012306,-0.506619818758801
"765",1989,"Sep",-0.004004,-0.006616,125,1.06045866666667,-0.516614423714073
"766",1989,"Oct",-0.023639,-0.025668,125.6,1.05061571125265,-0.523869345854386
"767",1989,"Nov",0.020479,0.016641,125.9,1.04572941487953,-0.501166189146235
"768",1989,"Dec",0.022657,0.019988,126.1,1.04248480042295,-0.4993074123302
"769",1990,"Jan",-0.067661,-0.069407,127.4,1.02164311878598,-0.538821174055744
"770",1990,"Feb",0.013381,0.008986,128,1.01216666666667,-0.496373229520418
"771",1990,"Mar",0.026588,0.02436,128.7,1.00122248122248,-0.487019554481074
"772",1990,"Apr",-0.024504,-0.026508,128.9,0.998117403672097,-0.511792451130622
"773",1990,"May",0.097419,0.092408,129.2,0.993477812177503,-0.449495252319225
"774",1990,"Jun",-0.006754,-0.008921,129.9,0.982735437516038,-0.49905268186242
"775",1990,"Jul",-0.004454,-0.006508,130.4,0.975132924335378,-0.495959999585853
"776",1990,"Aug",-0.090801,-0.094897,131.6,0.957122593718339,-0.535440956576659
"777",1990,"Sep",-0.048959,-0.051213,132.7,0.940899271539814,-0.509999816092728
"778",1990,"Oct",-0.003597,-0.00611,133.5,0.929268414481898,-0.483533243730846
"779",1990,"Nov",0.064561,0.059897,133.8,0.924942700548082,-0.446964837084817
"780",1990,"Dec",0.027987,0.024954,133.8,0.924942700548082,-0.465964883158701
"781",1991,"Jan",0.045001,0.043063,134.6,0.913501733531451,-0.453880296167067
"782",1991,"Feb",0.071565,0.067371,134.8,0.910662710187933,-0.439165796094591
"783",1991,"Mar",0.024354,0.022312,135,0.907832098765432,-0.46307958616334
"784",1991,"Apr",0.002268,0.000214,135.2,0.905009861932939,-0.473877789281869
"785",1991,"May",0.04293,0.038759,135.6,0.899390363815143,-0.450913293092024
"786",1991,"Jun",-0.045357,-0.047498,136,0.893803921568628,-0.495912438913278
"787",1991,"Jul",0.046526,0.044799,136.2,0.891023005384239,-0.446582089683592
"788",1991,"Aug",0.023885,0.019912,136.6,0.885485602733041,-0.45696482724882
"789",1991,"Sep",-0.016861,-0.019061,137.2,0.877240038872692,-0.476284875859356
"790",1991,"Oct",0.013458,0.011899,137.4,0.874507520621058,-0.45934706110743
"791",1991,"Nov",-0.040214,-0.043973,137.8,0.869066279632317,-0.486489050463845
"792",1991,"Dec",0.114089,0.111476,137.9,0.867710901619531,-0.403500295985878
"793",1992,"Jan",-0.018348,-0.019654,138.1,0.86500603427468,-0.4736467432494
"794",1992,"Feb",0.012865,0.009442,138.6,0.858278018278019,-0.454944314016814
"795",1992,"Mar",-0.01947,-0.021873,139.3,0.848939937784159,-0.469679906868632
"796",1992,"Apr",0.028614,0.027157,139.5,0.846289127837515,-0.442874908111074
"797",1992,"May",0.00485,0.001087,139.7,0.843645907897877,-0.454965839321213
"798",1992,"Jun",-0.01503,-0.017545,140.2,0.837070851165003,-0.463836683612193
"799",1992,"Jul",0.040924,0.039465,140.5,0.833148279952551,-0.432165956576659
"800",1992,"Aug",-0.020615,-0.024214,140.9,0.827944168440975,-0.46421503626377
"801",1992,"Sep",0.01134,0.008916,141.3,0.82276952111347,-0.445162985069991
"802",1992,"Oct",0.004796,0.003455,141.8,0.816342266102492,-0.446802500414147
"803",1992,"Nov",0.033794,0.030069,142,0.813784037558686,-0.430034679657086
"804",1992,"Dec",0.01338,0.011197,141.9,0.815062250411088,-0.441683060858941
"805",1993,"Jan",0.007282,0.005964,142.6,0.806152407667134,-0.442305092458378
"806",1993,"Feb",0.013526,0.010361,143.1,0.799841602608898,-0.436880446295453
"807",1993,"Mar",0.021202,0.018578,143.6,0.793574744661096,-0.430633151453657
"808",1993,"Apr",-0.024519,-0.02578,144,0.788592592592593,-0.45460972831939
"809",1993,"May",0.026259,0.022549,144.2,0.786111881645863,-0.42542289173155
"810",1993,"Jun",0.003466,0.001095,144.4,0.783638042474608,-0.437404912822
"811",1993,"Jul",-0.004593,-0.005909,144.4,0.783638042474608,-0.441923206224633
"812",1993,"Aug",0.037431,0.033957,144.8,0.778710865561694,-0.416751187567299
"813",1993,"Sep",-0.007582,-0.009842,145.1,0.775033310360671,-0.440901759867059
"814",1993,"Oct",0.019884,0.01859,145.7,0.767723633035919,-0.423052347697341
"815",1993,"Nov",-0.008655,-0.012084,145.8,0.766511202560585,-0.438811937018554
"816",1993,"Dec",0.012646,0.010617,145.8,0.766511202560585,-0.426753706100389
"817",1994,"Jan",0.033429,0.031954,146.2,0.761678066575468,-0.413383739283939
"818",1994,"Feb",-0.027161,-0.030121,146.7,0.755673710520337,-0.445888496153607
"819",1994,"Mar",-0.043456,-0.045728,147.2,0.749710144927537,-0.453312879980121
"820",1994,"Apr",0.012817,0.011477,147.4,0.74733604703754,-0.42036507418413
"821",1994,"May",0.016309,0.012559,147.5,0.746151412429379,-0.417972008174232
"822",1994,"Jun",-0.024762,-0.027113,148,0.740252252252252,-0.439599633479665
"823",1994,"Jul",0.032714,0.031381,148.4,0.735561545372866,-0.404968378820509
"824",1994,"Aug",0.041341,0.03799,149,0.728572706935123,-0.397571767839394
"825",1994,"Sep",-0.02394,-0.026238,149.4,0.723944667559125,-0.433821735484138
"826",1994,"Oct",0.022619,0.021043,149.5,0.722791527313267,-0.406417442977098
"827",1994,"Nov",-0.036248,-0.039423,149.7,0.720489868626142,-0.439838607843949
"828",1994,"Dec",0.014955,0.012419,149.7,0.720489868626142,-0.410077897866106
"829",1995,"Jan",0.026,0.024348,150.3,0.713621645597694,-0.401268067174687
"830",1995,"Feb",0.039228,0.036328,150.9,0.706808040645019,-0.391127780481239
"831",1995,"Mar",0.029334,0.027179,151.4,0.701171290180537,-0.394926304046219
"832",1995,"Apr",0.029395,0.027914,151.9,0.695571648014044,-0.392892066103081
"833",1995,"May",0.039809,0.036454,152.2,0.692229522558038,-0.385539026391535
"834",1995,"Jun",0.024155,0.022198,152.5,0.688900546448088,-0.393596619911165
"835",1995,"Jul",0.033405,0.032023,152.5,0.688900546448088,-0.388119684031517
"836",1995,"Aug",0.003495,0.000642,152.9,0.684482232395902,-0.404270950027955
"837",1995,"Sep",0.042102,0.040182,153.2,0.68118363794604,-0.380137912076534
"838",1995,"Oct",-0.003442,-0.004864,153.7,0.675714595532423,-0.405293716091692
"839",1995,"Nov",0.044179,0.041338,153.6,0.676805555555556,-0.377280808415473
"840",1995,"Dec",0.017643,0.015809,153.5,0.677897937024973,-0.393501250854179
"841",1996,"Jan",0.034861,0.033415,154.4,0.668117443868739,-0.379623416922057
"842",1996,"Feb",0.010088,0.007689,154.9,0.662732945986658,-0.392513390416632
"843",1996,"Mar",0.009585,0.00786,155.7,0.654189681010491,-0.389680027877288
"844",1996,"Apr",0.015133,0.013857,156.3,0.647839624653444,-0.383961287972128
"845",1996,"May",0.025257,0.02253,156.6,0.644682843763304,-0.37662327792388
"846",1996,"Jun",0.004128,0.002562,156.7,0.643633269517124,-0.389080265882548
"847",1996,"Jul",-0.044441,-0.046048,157,0.640492569002123,-0.417517020158618
"848",1996,"Aug",0.021928,0.019589,157.3,0.637363848272939,-0.375869938084983
"849",1996,"Sep",0.056035,0.054112,157.8,0.632175749894381,-0.35298940688934
"850",1996,"Oct",0.026798,0.025348,158.3,0.627020425352706,-0.368908967582622
"851",1996,"Nov",0.076455,0.074218,158.6,0.623942833123161,-0.337134917532925
"852",1996,"Dec",-0.019815,-0.021518,158.6,0.623942833123161,-0.396416560972832
"853",1997,"Jan",0.062779,0.061689,159.1,0.6188393044207,-0.343493207078812
"854",1997,"Feb",0.007752,0.0058,159.6,0.613767752715121,-0.375528480907811
"855",1997,"Mar",-0.041653,-0.04331,160,0.609733333333333,-0.404654808249814
"856",1997,"Apr",0.060274,0.059016,160.2,0.607723678734915,-0.340512294479417
"857",1997,"May",0.061401,0.059272,160.1,0.608727878409328,-0.340223406180113
"858",1997,"Jun",0.044103,0.042762,160.3,0.606720731960907,-0.350165228324567
"859",1997,"Jul",0.080388,0.078977,160.5,0.604718587746625,-0.326743013853226
"860",1997,"Aug",-0.05497,-0.056458,160.8,0.601724709784411,-0.409992245092355
"861",1997,"Sep",0.053886,0.052408,161.2,0.597750206782465,-0.34039376397747
"862",1997,"Oct",-0.032605,-0.03373,161.6,0.593795379537954,-0.39302434150584
"863",1997,"Nov",0.046321,0.044625,161.5,0.594782249742002,-0.343909803254162
"864",1997,"Dec",0.017147,0.0157,161.3,0.596759661087002,-0.36299305099706
"865",1998,"Jan",0.011994,0.01108,161.6,0.593795379537954,-0.365041452000331
"866",1998,"Feb",0.071956,0.070303,161.9,0.590842083590694,-0.326170704775118
"867",1998,"Mar",0.051336,0.050104,162.2,0.587899712289355,-0.33790780874679
"868",1998,"Apr",0.011275,0.010232,162.5,0.584968205128205,-0.361958809818397
