"Time","Year","Month","CPI_adjusted_Price","CPI_adjusted_Return"
Jun 1920,1920,6,97.1607789473684,-0.0314744678072352
Jul 1920,1920,7,97.5046305288461,0.00353899572649561
Aug 1920,1920,8,95.9908078817734,-0.0155256487703412
Sep 1920,1920,9,100.89202275,0.0510592105263158
Oct 1920,1920,10,101.527860301508,0.00630215882461876
Nov 1920,1920,11,96.8609,-0.0459672870840383
Dec 1920,1920,12,90.0031012886598,-0.0708004851425108
Jan 1921,1921,1,95.9462692105263,0.0660329237189892
Feb 1921,1921,2,98.3782222826087,0.0253470311257872
Mar 1921,1921,3,96.3938754098361,-0.0201705908760198
Apr 1921,1921,4,97.883967679558,0.0154583708081718
May 1921,1921,5,103.138027118644,0.0536764044576354
Jun 1921,1921,6,95.4202883522727,-0.0748292262512769
Jul 1921,1921,7,94.5914771186441,-0.00868590158278342
Aug 1921,1921,8,93.4326228813559,-0.012251148545176
Sep 1921,1921,9,96.8446208571429,0.0365182724252492
Oct 1921,1921,10,98.1632314285714,0.0136157337367623
Nov 1921,1921,11,104.032143103448,0.0597872705438326
Dec 1921,1921,12,108.338636705202,0.0413957981954837
Jan 1922,1922,1,110.751150887574,0.0222682715579697
Feb 1922,1922,2,113.178573372781,0.0219178082191782
Mar 1922,1922,3,118.832868862275,0.0499590631070298
Apr 1922,1922,4,126.048818263473,0.0607235142118864
May 1922,1922,5,130.96180508982,0.0389768574908646
Jun 1922,1922,6,129.733558383234,-0.00937866354044541
Jul 1922,1922,7,129.877036607143,0.00110594533671426
Aug 1922,1922,8,136.384403313253,0.0501040590092452
Sep 1922,1922,9,139.936884939759,0.0260475651189128
Oct 1922,1922,10,142.169556287425,0.0159548452763346
Nov 1922,1922,11,134.302928571429,-0.0553327162398436
Dec 1922,1922,12,133.20480887574,-0.00817643894566947
Jan 1923,1923,1,135.829098214286,0.0197011606464908
Feb 1923,1923,2,141.628542857143,0.0426966292134831
Mar 1923,1923,3,143.917797321429,0.0161637931034482
Apr 1923,1923,4,138.059653846154,-0.0407047883187861
May 1923,1923,5,131.53595591716,-0.0472527472527471
Jun 1923,1923,6,125.785106470588,-0.0437207408915125
Jul 1923,1923,7,120.14859244186,-0.0448106630974288
Aug 1923,1923,8,121.450973684211,0.010839754473031
Sep 1923,1923,9,121.490202034884,0.000322997416020821
Oct 1923,1923,10,119.009473699422,-0.0204191638001349
Nov 1923,1923,11,122.566419364162,0.0298879202988791
Dec 1923,1923,12,126.716189306358,0.0338573155985493
Jan 1924,1924,1,130.865959248555,0.0327485380116956
Feb 1924,1924,2,132.22307877907,0.010370302088546
Mar 1924,1924,3,130.447342105263,-0.0134298542297121
Apr 1924,1924,4,128.19825,-0.0172413793103445
May 1924,1924,5,127.745785588235,-0.0035294117647059
Jun 1924,1924,6,130.158929117647,0.0188902007083828
Jul 1924,1924,7,135.395344736842,0.0402309365534341
Aug 1924,1924,8,140.867253529412,0.0404143052569867
Sep 1924,1924,9,138.694013157895,-0.0154275767935185
Oct 1924,1924,10,136.098839825581,-0.018711502199874
Nov 1924,1924,11,143.701294186047,0.0558598028477544
Dec 1924,1924,12,150.577366473988,0.0478497589523421
Jan 1925,1925,1,156.802021387283,0.0413385826771653
Feb 1925,1925,2,159.055270639535,0.0143700268167232
Mar 1925,1925,3,153.986106069364,-0.0318704595565331
Apr 1925,1925,4,153.241629069767,-0.00483470241958946
May 1925,1925,5,157.246639595376,0.0261352646139312
Jun 1925,1925,6,158.233268571429,0.00627440420088888
Jul 1925,1925,7,160.791025423729,0.0161644695543
Aug 1925,1925,8,162.963877118644,0.0135135135135136
Sep 1925,1925,9,166.730153389831,0.023111111111111
Oct 1925,1925,10,172.234711016949,0.0330147697654215
Nov 1925,1925,11,174.634505,0.0139332772638069
Dec 1925,1925,12,178.474882122905,0.021990941153955
Jan 1926,1926,1,181.196409217877,0.0152487961476725
Feb 1926,1926,2,181.48288575419,0.00158102766798418
Mar 1926,1926,3,170.114756460674,-0.0626402277342746
Apr 1926,1926,4,164.437531843575,-0.033372910940922
May 1926,1926,5,166.513682022472,0.0126257683122577
Jun 1926,1926,6,175.421560169492,0.0534963736242253
Jul 1926,1926,7,184.898504571429,0.0540238291848531
Aug 1926,1926,8,193.328855172414,0.0455944769295226
Sep 1926,1926,9,195.154364571429,0.00944250871080139
Oct 1926,1926,10,189.675138068182,-0.028076371826372
Nov 1926,1926,11,191.066092372881,0.00733335069037667
Dec 1926,1926,12,195.411795762712,0.0227445034116755
Jan 1927,1927,1,196.326462857143,0.00468071587419239
Feb 1927,1927,2,201.285987931034,0.0252616229198835
Mar 1927,1927,3,205.561818208092,0.0212425629871612
Apr 1927,1927,4,210.600824566474,0.0245133381398703
May 1927,1927,5,216.610836206897,0.028537455410226
Jun 1927,1927,6,216.917266193182,0.00141465677179956
Jul 1927,1927,7,225.569637572254,0.0398878868930926
Aug 1927,1927,8,238.955575290698,0.0593428169788834
Sep 1927,1927,9,251.06108150289,0.0506600701718959
Oct 1927,1927,10,245.786989655172,-0.0210072059601839
Nov 1927,1927,11,252.83955433526,0.0286938079594126
Dec 1927,1927,12,258.767797109827,0.0234466588511138
Jan 1928,1928,1,259.805239595376,0.0040091638029783
Feb 1928,1928,2,259.695168421053,-0.000423668031078068
Mar 1928,1928,3,273.639539473684,0.0536951501154735
Apr 1928,1928,4,290.882578947368,0.0630136986301371
May 1928,1928,5,298.135465116279,0.0249340685686886
Jun 1928,1928,6,285.184878947368,-0.0434385964912281
Jul 1928,1928,7,287.284031578947,0.00736067297581488
Aug 1928,1928,8,296.580278947368,0.0323590814196243
Sep 1928,1928,9,313.752248843931,0.0578999047324034
Oct 1928,1928,10,321.986302325581,0.0262438070547397
Nov 1928,1928,11,343.75019127907,0.0675925925925925
Dec 1928,1928,12,347.109881578947,0.00977363907021069
Jan 1929,1929,1,372.749531578947,0.0738660907127432
Feb 1929,1929,2,374.698744736842,0.00522928399034581
Mar 1929,1929,3,383.538999705882,0.0235929665984042
Apr 1929,1929,4,383.532752662722,-1.62878955340474e-05
May 1929,1929,5,387.007893529412,0.00906087118391656
Jun 1929,1929,6,392.09172368421,0.0131362440916527
Jul 1929,1929,7,422.090885549133,0.0765105715138321
Aug 1929,1929,8,446.100268786127,0.0568820224719101
Sep 1929,1929,9,463.884997109827,0.0398671096345515
