"","sp.t","GrossReturn","PriceReturn","inf.crsp.t","inf.crsp","adjusted.GR","adjusted.PR"
"2",19260430,1.038522,1.034856,19260430,1.005618,0.0385215972964781,0.0348555987180281
"3",19260528,1.013623,1.00907,19260528,0.994413,0.00795949744642566,0.00343193681306042
"4",19260630,1.056427,1.050196,19260630,0.994382,0.0446224892792306,0.0384611144462332
"5",19260731,1.040403,1.038168,19260731,0.988701,0.0171533839456846,0.0149683289111273
"6",19260831,1.029822,1.025747,19260831,0.994286,0.0010559291268295,-0.00290524368865885
"7",19260930,1.01342,1.009122,19260930,1.005747,-0.00922647379968311,-0.0134284281874087
"8",19261030,0.969828,0.967566,19261030,1.005714,-0.0464265801360733,-0.048650668402995
"9",19261130,1.026937,1.019367,19261130,1.005682,0.0154625164588362,0.00797709987574158
"10",19261231,1.026047,1.020321,19261231,1,0.0145824608764116,0.0089204403539811
"11",19270131,0.99709,0.994421,19270131,0.988701,-0.0251912258868796,-0.0278005837363294
"12",19270228,1.045522,1.040566,19270228,0.994286,0.0163178866932763,0.0115003204952893
"13",19270331,1.007324,1.00261,19270331,0.994253,-0.0264405319677961,-0.0309965232201677
"14",19270430,1.013021,1.010907,19270430,1,-0.0209344899302994,-0.0229776306828477
"15",19270531,1.062353,1.057096,19270531,1.00578,0.0326785288853746,0.0275683715023289
"16",19270630,0.97963,0.974295,19270630,1.011494,-0.0367884400305987,-0.0420340262952462
"17",19270730,1.08445,1.081687,19270730,0.982955,0.0481001398980616,0.0454297533550783
"18",19270831,1.03332,1.028624,19270831,0.99422,-0.00708841849402797,-0.0116007794148968
"19",19270930,1.053016,1.049095,19270930,1.005814,0.0177201834582932,0.0139306106129233
"20",19271031,0.953196,0.95104,19271031,1.00578,-0.0734291694125223,-0.075524946892439
"21",19271130,1.070546,1.06427,19271130,0.994253,0.0346623739586391,0.0285967391713771
"22",19271231,1.019295,1.014403,19271231,1,-0.0148707440276539,-0.0195987691040223
"23",19280131,0.992818,0.9908,19280131,1,-0.0404602615965421,-0.0424106202645942
"24",19280229,0.987451,0.983321,19280229,0.988439,-0.0566806359617741,-0.0606260560114554
"25",19280331,1.105752,1.101652,19280331,1,0.0563331987349209,0.0524164379107821
"26",19280430,1.034725,1.032715,19280430,1,-0.0115194283519352,-0.0134395964632812
"27",19280531,1.012325,1.007422,19280531,1.005848,-0.0272628230733812,-0.0319740871224476
"28",19280630,0.96567,0.961275,19280630,0.994186,-0.0774881892640553,-0.0816867658048865
"29",19280731,1.010117,1.008278,19280731,1,-0.0350276360193853,-0.0367844465446614
"30",19280831,1.07023,1.065514,19280831,1,0.0223987647994968,0.0178935345454445
"31",19280929,1.022409,1.019937,19280929,1.011696,-0.011861337323644,-0.0142504778477746
"32",19281031,1.013839,1.012055,19281031,0.99422,-0.025807644963652,-0.0275218808150888
"33",19281130,1.122975,1.116704,19281130,1,0.0790605410690881,0.0730347714365989
"34",19281231,1.006232,1.002888,19281231,0.994186,-0.0387386264710368,-0.0419331760710107
"35",19290131,1.055473,1.053892,19290131,1,0.00830168957331456,0.00679134779174806
"36",19290228,0.995126,0.991925,19290228,1,-0.0493482759498972,-0.0524062165209248
"37",19290328,1.000154,0.996787,19290328,0.994152,-0.0501324887662224,-0.0533302002289814
"38",19290430,1.019559,1.018234,19290430,0.994118,-0.0373986699137037,-0.038649648780414
"39",19290531,0.958719,0.953899,19290531,1.005917,-0.0894840102837033,-0.0940616676269213
"40",19290629,1.112294,1.109584,19290629,1.005882,0.0625830251047117,0.0599941412322518
"41",19290731,1.050014,1.048186,19290731,1.011696,0.0148185606760438,0.0130518334429635
"42",19290830,1.094871,1.090733,19290830,1,0.0581719980361601,0.0541726997372065
"43",19290930,0.949059,0.946954,19290930,1,-0.0827525267504572,-0.0847869692152463
"44",19291031,0.81385,0.811885,19291031,1,-0.213429453696619,-0.215328588824083
"45",19291127,0.874641,0.869626,19291127,1,-0.154676108386883,-0.159523010506083
"46",19291231,1.027753,1.023571,19291231,0.99422,-0.0124375679850126,-0.0164560297075146
"47",19300131,1.059632,1.057032,19300131,0.994186,0.0122750102831735,0.00979120927797905
"48",19300228,1.026041,1.021516,19300228,0.994152,-0.0255468667764813,-0.0298443562801526
"49",19300331,1.072348,1.069351,19300331,0.994118,0.012441467478806,0.00961189435698917
"50",19300430,0.986062,0.984133,19300430,1.005917,-0.0635155963734929,-0.065347609385449
"51",19300529,0.988852,0.984696,19300529,0.994118,-0.0663898599783607,-0.0703136865387861
"52",19300630,0.844285,0.840818,19300630,0.994083,-0.207597231751731,-0.210851180829965
"53",19300731,1.038713,1.036395,19300731,0.988095,-0.0367230254636084,-0.0388726818431622
"54",19300829,1.011266,1.006691,19300829,0.993976,-0.0678261480198485,-0.072043332591276
"55",19300930,0.876451,0.872365,19300930,1.006061,-0.187200429701685,-0.190989687793967
"56",19301031,0.91632,0.913606,19301031,0.993976,-0.155345911620657,-0.157847648127403
"57",19301129,0.980264,0.975887,19301129,0.993939,-0.101879709822301,-0.105889927998331
"58",19301231,0.928521,0.922293,19301231,0.981707,-0.164848870858523,-0.17045059794094
"59",19310131,1.059527,1.056729,19310131,0.987578,-0.0588544844337398,-0.0613398624869225
"60",19310228,1.110943,1.105279,19310228,0.987421,-0.0255963882414476,-0.0305642597317045
"61",19310331,0.931061,0.926549,19310331,0.993631,-0.188571278287641,-0.192503530194193
"62",19310430,0.907045,0.90454,19310430,0.99359,-0.214568551655938,-0.216737689656922
"63",19310529,0.862326,0.85698,19310529,0.987097,-0.262926554296474,-0.267496049638991
"64",19310630,1.146492,1.139763,19310630,0.986928,-0.0328456629146802,-0.0385220928716682
"65",19310731,0.924535,0.92143,19310731,1,-0.22008349379047,-0.22270280052497
"66",19310831,1.007779,1.002304,19310831,1,-0.149860765994437,-0.154479350333047
"67",19310930,0.712539,0.708476,19310930,0.993377,-0.402899416770871,-0.406304170292658
"68",19311031,1.076738,1.072834,19311031,0.993333,-0.103719888699281,-0.10696959062725
"69",19311130,0.899091,0.890604,19311130,0.986577,-0.261639668724484,-0.268609446123586
"70",19311231,0.862443,0.854529,19311231,0.993197,-0.296554418128214,-0.303009416701956
"71",19320130,0.981197,0.978933,19320130,0.979452,-0.216138248140115,-0.217946919595705
"72",19320229,1.053581,1.045233,19320229,0.986014,-0.17008373998824,-0.176659542834512
"73",19320331,0.881093,0.874755,19320331,0.992908,-0.310876430043733,-0.31583352899513
"74",19320430,0.794705,0.792363,19320430,0.992857,-0.382882302897551,-0.384700952140495
"75",19320531,0.767877,0.759877,19320531,0.985612,-0.412294578054954,-0.41841749015619
"76",19320630,1.002768,0.993493,19320630,0.992701,-0.238119314819765,-0.245166252251999
"77",19320730,1.391838,1.390006,19320730,1,0.0574873640761253,0.0560954514749552
"78",19320831,1.401979,1.394164,19320831,0.992647,0.0573599101744813,0.0514659076979724
"79",19320930,0.970474,0.965882,19320930,0.992593,-0.273498618557264,-0.276936211263081
"80",19321031,0.857931,0.856737,19321031,0.992537,-0.362541955873597,-0.363429119182403
"81",19321130,0.947772,0.941298,19321130,0.992481,-0.301083455867123,-0.30585758477863
"82",19321231,1.061569,1.053749,19321231,0.992424,-0.223096759817863,-0.228819782379961
"83",19330131,1.013938,1.012575,19330131,0.984733,-0.269284033904481,-0.270266308818517
"84",19330228,0.820442,0.813965,19330228,0.984496,-0.417898072119885,-0.422493490427187
"85",19330331,1.038627,1.032581,19330331,0.992126,-0.268898639087086,-0.2731544872675
"86",19330429,1.414312,1.412291,19330429,1,-0.0044496937250178,-0.0058722986162878
"87",19330531,1.174816,1.170167,19330531,1,-0.173033652675824,-0.176306136663709
"88",19330630,1.137498,1.133994,19330630,1.007937,-0.192947079111898,-0.195433161227904
"89",19330731,0.915264,0.914529,19330731,1.031496,-0.330168910906062,-0.33070681674578
"90",19330831,1.123272,1.119807,19330831,1.007634,-0.171663751826802,-0.174218952259039
"91",19330930,0.881955,0.878888,19330930,1,-0.349618528942595,-0.351880231605127
"92",19331031,0.909377,0.908412,19331031,1,-0.329396680096185,-0.330108301572984
"93",19331129,1.108553,1.10207,19331129,1,-0.18251800728484,-0.187298776232082
"94",19331230,1.026694,1.02443,19331230,1,-0.242883419170126,-0.244552964272171
"95",19340131,1.115033,1.113644,19340131,1,-0.177739450632344,-0.178763743099985
"96",19340228,0.96716,0.962728,19340228,1.007576,-0.28138235922672,-0.284675416615267
"97",19340331,1.005355,1.002464,19340331,1,-0.25300277281978,-0.255150838909647
"98",19340430,0.97451,0.973056,19340430,1,-0.275921174252482,-0.277001522953508
"99",19340531,0.921503,0.917745,19340531,1,-0.315306348664647,-0.318098611675965
"100",19340630,1.02408,1.021102,19340630,1.007519,-0.233368469816843,-0.235597815860986
"101",19340731,0.880154,0.878277,19340731,1,-0.341112210162462,-0.342517341970674
"102",19340831,1.05865,1.051629,19340831,1,-0.207489190855794,-0.212745147395728
"103",19340929,0.999784,0.996873,19340929,1.014925,-0.240386061739421,-0.242597775643901
"104",19341031,0.967337,0.966268,19341031,0.992647,-0.27044275145838,-0.271248982067456
"105",19341130,1.086059,1.080682,19341130,1,-0.180903639792686,-0.184958926962936
"106",19341231,0.999319,0.995585,19341231,0.992593,-0.251904693479095,-0.254699984947134
"107",19350131,0.957632,0.956245,19350131,1.014925,-0.272412238091643,-0.273466050230091
"108",19350228,0.96316,0.95734,19350228,1.007353,-0.262831349295634,-0.267285771766563
"109",19350330,0.968546,0.964676,19350330,1,-0.258709095098311,-0.261671056432073
"110",19350430,1.096493,1.095347,19350430,1.007299,-0.154657534622151,-0.155541044562773
"111",19350531,1.038135,1.033059,19350531,1,-0.199648697898634,-0.203562045593747
"112",19350629,1.070533,1.067124,19350629,0.992754,-0.180651755582045,-0.183260884086464
"113",19350731,1.083814,1.082471,19350731,1,-0.170486946058084,-0.171514830945568
"114",19350831,1.026569,1.022105,19350831,1,-0.214300252375316,-0.217716840713165
"115",19350930,1.025526,1.022175,19350930,1,-0.215098527831494,-0.217663265179193
"116",19351031,1.071803,1.070634,19351030,1,-0.179679742322846,-0.180574453740172
"117",19351130,1.051943,1.04562,19351130,1.007299,-0.189003314968213,-0.193878039206557
"118",19351231,1.039887,1.036744,19351231,1,-0.198297902255493,-0.200721001778048
"119",19360131,1.071832,1.070187,19360131,1,-0.173669867178174,-0.174938081850335
"120",19360229,1.022461,1.018857,19360229,1,-0.211732497317549,-0.214511005328776
"121",19360331,1.024029,1.021457,19360331,0.992754,-0.216244191547276,-0.218212709957731
"122",19360430,0.922412,0.921644,19360430,1,-0.294018272151966,-0.29460607236162
"123",19360529,1.053106,1.046971,19360529,1,-0.193989677620053,-0.198685191013578
"124",19360630,1.032542,1.029509,19360630,1.007299,-0.203960449872617,-0.206298745027232
"125",19360731,1.073442,1.072356,19360731,1.007246,-0.166431960794081,-0.167275280592056
"126",19360831,1.014124,1.00893,19360831,1.007194,-0.206829302473987,-0.210891654418079
"127",19360930,1.004817,1.001617,19360930,1,-0.214108530341461,-0.216611327072515
"128",19361031,1.076281,1.075272,19361031,1,-0.158214822345202,-0.159003985439462
"129",19361130,1.010666,0.999679,19361130,1,-0.209533887191482,-0.21812708334276
"130",19361231,0.99617,0.992711,19361231,1,-0.220871556383156,-0.22357692322463
"131",19370130,1.036648,1.035916,19370130,1.007143,-0.183421288599269,-0.183997892824372
"132",19370227,1.018483,1.01535,19370227,1,-0.197730053283708,-0.200197950875579
"133",19370331,0.996489,0.993758,19370331,1.007092,-0.209488131992205,-0.211654626465831
"134",19370430,0.919354,0.91851,19370430,1.007042,-0.265543228709847,-0.266217486411417
"135",19370528,0.994301,0.988314,19370528,1.006993,-0.200114550034144,-0.204930912673773
"136",19370630,0.946197,0.942147,19370630,1,-0.238812780937218,-0.242070884944317
"137",19370731,1.098991,1.098012,19370731,1.006944,-0.109755344538284,-0.110548389720362
"138",19370831,0.948817,0.943709,19370831,1,-0.231404749209758,-0.235542517126054
"139",19370930,0.86039,0.856317,19370930,1.006897,-0.298228640021815,-0.301550755282558
"140",19371030,0.897278,0.896297,19371030,1,-0.26814118906716,-0.268941335168508
"141",19371130,0.915711,0.899746,19371130,0.993151,-0.258221909688523,-0.271154469428248
"142",19371231,0.954172,0.946981,19371231,0.993103,-0.232397231723969,-0.238182175640447
"143",19380131,1.012163,1.011096,19380131,0.986111,-0.197054395540298,-0.197900843157884
"144",19380228,1.065757,1.061131,19380228,0.992958,-0.160492190490648,-0.164136138526449
"145",19380331,0.745894,0.742049,19380331,1,-0.412451583178747,-0.415480329438507
"146",19380430,1.142667,1.140966,19380430,1.007092,-0.0935259455730921,-0.0948753433999132
"147",19380531,0.960027,0.953964,19380531,0.992958,-0.243776760842713,-0.248552648915663
"148",19380630,1.253519,1.249304,19380630,1,-0.0125900641073599,-0.0159102633861802
"149",19380730,1.074738,1.073872,19380730,1,-0.153417714704457,-0.154099871899109
"150",19380831,0.974099,0.970535,19380831,1,-0.23269210028481,-0.235499500102062
"151",19380930,1.016932,1.013867,19380930,1,-0.198952101302673,-0.201366433637094
"152",19381031,1.07896,1.0782,19381031,0.992908,-0.156119548978627,-0.156713963176351
"153",19381130,0.973793,0.967216,19381130,1,-0.238373177836569,-0.243517207018714
"154",19381231,1.04481,1.041538,19381231,1,-0.182829081678987,-0.185388191224977
"155",19390131,0.929494,0.928686,19390131,1,-0.273020486448376,-0.27365244259543
"156",19390228,1.039292,1.034357,19390228,0.992857,-0.192951066000463,-0.19678327724551
"157",19390331,0.865179,0.861829,19390331,1,-0.328156293256577,-0.330757692987258
"158",19390429,0.993389,0.992158,19390429,0.992806,-0.234145931714196,-0.235094972178767
"159",19390531,1.069557,1.06346,19390531,1,-0.175424149337712,-0.180124636512765
"160",19390630,0.93819,0.934252,19390630,1,-0.276701646258355,-0.279737650603994
"161",19390731,1.11131,1.110355,19390731,1,-0.143234639575537,-0.143970897612633
"162",19390831,0.932449,0.926975,19390831,1,-0.281127674939999,-0.285347859751584
"163",19390930,1.181167,1.177572,19390930,1.021739,-0.0695823233196228,-0.0724141426539472
"164",19391031,0.983113,0.98236,19391031,0.992908,-0.231083648243622,-0.231672587676701
"165",19391130,0.959468,0.948858,19391130,1,-0.249576972141566,-0.257875308642188
"166",19391230,1.028177,1.023143,19391230,1,-0.195838008652294,-0.199775221276623
"167",19400131,0.964073,0.9632,19400131,0.992857,-0.251361289246223,-0.252039206369187
"168",19400229,1.013139,1.006917,19400229,1.007194,-0.207599897038608,-0.212466271189268
"169",19400330,1.013561,1.010518,19400330,1,-0.207269840804025,-0.209649843462407
"170",19400430,0.995522,0.993769,19400430,1,-0.221378571646802,-0.222749634630747
"171",19400531,0.76852,0.760235,19400531,1,-0.398922233644259,-0.405402129150241
"172",19400629,1.083035,1.078208,19400629,1.007143,-0.146881970779059,-0.150684249308423
"173",19400731,1.03309,1.031914,19400731,0.992908,-0.191995469319676,-0.19291524719777
"174",19400831,1.035421,1.026631,19400831,1,-0.190172338168454,-0.197047208532779
"175",19400930,1.014221,1.010096,19400930,1,-0.206753367943617,-0.20997962963336
"176",19401031,1.041468,1.04018,19401031,1,-0.185442834062303,-0.186450209833549
"177",19401130,0.970569,0.957003,19401130,1,-0.240894646799532,-0.251504941607545
"178",19401231,1.002927,0.99751,19401231,1.007143,-0.209983612552355,-0.214250641728759
"179",19410131,0.954445,0.953153,19410131,1,-0.248173405524562,-0.249191127823974
"180",19410228,0.995271,0.98743,19410228,1,-0.216014326116053,-0.222190766169992
"181",19410331,1.008872,1.004173,19410331,1.007092,-0.199664664462198,-0.203392368017943
"182",19410430,0.937848,0.936537,19410430,1.007042,-0.25076861195341,-0.251815948355182
"183",19410531,1.013184,1.00214,19410531,1.006993,-0.184923670270151,-0.193808239100232
"184",19410630,1.058851,1.052486,19410630,1.020833,-0.130440087366945,-0.13566721454906
"185",19410731,1.057106,1.055619,19410731,1,-0.131873133232269,-0.133094301829253
"186",19410830,0.998887,0.990264,19410830,1.013605,-0.168523911420888,-0.175701718632132
"187",19410930,0.992649,0.988501,19410930,1.013423,-0.162625234298711,-0.166124387099075
"188",19411031,0.935398,0.934045,19411031,1.013245,-0.200469443661901,-0.201625919133011
"189",19411129,0.975084,0.957893,19411129,1.006536,-0.161100429569912,-0.175890460495723
"190",19411231,0.961157,0.953795,19411231,1.006494,-0.167712321405737,-0.174087244430602
"191",19420131,1.022276,1.020639,19420131,1.012903,-0.103366100460291,-0.104801906146374
"192",19420228,0.982353,0.975358,19420228,1.006369,-0.132894750164701,-0.139069110320977
"193",19420331,0.935932,0.930324,19420331,1.012658,-0.163412571430565,-0.168425309855383
"194",19420430,0.962012,0.959677,19420430,1.00625,-0.134726465179873,-0.13682666112733
"195",19420529,1.070339,1.060119,19420529,1.012422,-0.0253339131924721,-0.0346403921745263
"196",19420630,1.023544,1.016976,19420630,1,-0.0679461131890697,-0.0739270284487694
"197",19420731,1.036031,1.034314,19420731,1.006135,-0.0507873606935223,-0.0523604778123047
"198",19420831,1.015346,1.007531,19420831,1.006098,-0.0640662466902779,-0.07127001986919
"199",19420930,1.032449,1.027671,19420930,1,-0.0483009066161987,-0.0527052096550779
"200",19421031,1.067867,1.066333,19421031,1.012121,-0.00372174966678285,-0.00515291182088162
"201",19421130,0.995608,0.983063,19421130,1.005988,-0.0655745434551818,-0.077348622562978
"202",19421231,1.057537,1.050449,19421231,1.005952,-0.00154358150341127,-0.00823560182450056
"203",19430130,1.072434,1.071062,19430130,1,0.0125211796031444,0.0112258280398636
"204",19430227,1.058503,1.052676,19430227,1,-0.000631548259876769,-0.00613301586865045
"205",19430331,1.059404,1.055182,19430331,1.017751,0.0179740058203597,0.0139171151039064
"206",19430430,1.003588,1.002332,19430430,1.011628,-0.0244458493122885,-0.0256667646812087
"207",19430529,1.052698,1.045651,19430529,1.005747,0.0291731914620703,0.0222836718845341
"208",19430630,1.021689,1.017142,19430630,1,-0.00114284551534127,-0.00558823298789102
"209",19430731,0.946908,0.945762,19430731,0.994286,-0.0795424227493572,-0.0806564109969263
"210",19430831,1.016232,1.010751,19430831,0.994253,-0.017832028261243,-0.0231293055100407
"211",19430930,1.027498,1.023331,19430930,1.00578,-0.00120379820009064,-0.0052543985641792
"212",19431030,0.98835,0.9875,19431030,1,-0.0392582505767015,-0.0400845069504656
"213",19431130,0.932948,0.922034,19431130,1,-0.0931126689523271,-0.103721800791459
"214",19431231,1.070305,1.065211,19431231,1,0.0404074448489944,0.0354557390043417
"215",19440131,1.018622,1.01731,19440131,1,-0.00983185887483273,-0.0111072098893957
"216",19440229,1.006479,1.000238,19440229,1,-0.0216356602237953,-0.0277023261398682
"217",19440331,1.021313,1.017309,19440331,1,-0.00721602840212765,-0.0111081819557177
"218",19440429,0.987573,0.986567,19440429,1.005747,-0.0344965039584424,-0.0354800226623943
"219",19440531,1.048841,1.040864,19440531,1,0.0254023270094699,0.0176035907257488
"220",19440630,1.054574,1.049768,19440630,1.005714,0.0368983856390972,0.0321729385473033
"221",19440731,0.98053,0.979371,19440731,1.005682,-0.0304265796962814,-0.0315726288677826
"222",19440831,1.0147,1.008208,19440831,1,0.00336159993287621,-0.00305785754890575
"223",19440930,0.999308,0.996882,19440930,1,-0.0118584077010715,-0.0142572992369314
"224",19441031,1.002435,1.001045,19441031,1,-0.00876634923749597,-0.0101408171826095
"225",19441130,1.017327,1.005832,19441130,1,0.00595924546655491,-0.00540730779177601
"226",19441230,1.044778,1.041034,19441230,1.00565,0.0389405389421695,0.0352174576963935
"227",19450131,1.011901,1.010784,19450131,1,0.00624723175269781,0.00513647273786555
"228",19450228,1.069472,1.063578,19450228,1,0.0634965667955871,0.0576354981891223
"229",19450331,0.958315,0.95501,19450331,1,-0.0470393685774727,-0.050325902636578
"230",19450430,1.090524,1.089465,19450430,1,0.0844309435012707,0.0833778604245405
"231",19450531,1.020041,1.011624,19450531,1.005618,0.0200403233005748,0.0116233288844476
"232",19450630,1.00238,1.000134,19450630,1.011173,0.0135789193271001,0.0113078262757536
"233",19450731,0.978461,0.977521,19450731,1,-0.0106073116146435,-0.0115578136040762
"234",19450831,1.059852,1.054027,19450831,1,0.0716930154299424,0.0658029366124477
"235",19450929,1.046361,1.043999,19450929,1,0.0580512895369258,0.0556629004953939
"236",19451031,1.030815,1.029862,19451031,1,0.0423316045074369,0.041367957277725
"237",19451130,1.04495,1.035612,19451130,1,0.0566245253804478,0.0471821981705309
"238",19451231,1.011133,1.008805,19451231,1.005525,0.028078634876197,0.0257116197931249
"239",19460131,1.069504,1.068515,19460131,1,0.0874278777516233,0.0864223030449403
"240",19460228,0.934829,0.930215,19460228,0.994505,-0.0547271228617834,-0.0593926703096223
"241",19460330,1.049118,1.046147,19460330,1.01105,0.0725609776231801,0.0695235893937163
"242",19460430,1.035748,1.034707,19460430,1.005464,0.0646780065047847,0.0636079298019852
"243",19460531,1.028785,1.023202,19460531,1.005435,0.0632681434176139,0.0574980106447791
"244",19460628,0.964711,0.962479,19460628,1.010811,0.00782556028123627,0.00549380843996161
"245",19460731,0.97265,0.971571,19460731,1.058824,0.0758915732476326,0.0746980431931072
"246",19460830,0.931145,0.926635,19460830,1.020202,0.0507887174060684,0.0456992231645685
"247",19460930,0.895887,0.893381,19460930,1.009901,0.0210102978378908,0.0181542994738317
"248",19461031,0.994364,0.993183,19461031,1.019608,0.155461594117129,0.154089259496555
"249",19461130,0.996199,0.988259,19461130,1.024038,0.185420125503592,0.175971977295756
"250",19461231,1.046818,1.041973,19461231,1.00939,0.257350544943933,0.251531134702369
"251",19470131,1.022013,1.020953,19470131,1,0.227556846070457,0.226283662405636
"252",19470228,0.991693,0.984834,19470228,1,0.191138988789917,0.182900529585193
"253",19470331,0.984992,0.982269,19470331,1.018605,0.205101701161721,0.201770210213304
"254",19470430,0.96044,0.959228,19470430,1,0.175063226771145,0.173580389081287
"255",19470529,0.99901,0.98953,19470529,1,0.222252211670319,0.210653778254603
"256",19470630,1.053991,1.050908,19470630,1.004566,0.295407400923098,0.291618240468174
"257",19470731,1.039572,1.038369,19470731,1.009091,0.289301173215572,0.287809184867119
"258",19470829,0.976924,0.970852,19470829,1.013514,0.227977290686171,0.220344887235087
"259",19470930,0.990072,0.98631,19470930,1.022222,0.272159479272029,0.267325624803847
"260",19471031,1.020578,1.019353,19471031,1,0.311357130629377,0.309783108374321
"261",19471129,0.982367,0.970445,19471128,1.004348,0.267747503520603,0.25236212744733
"262",19471231,1.030784,1.025273,19471231,1.012987,0.347505478669095,0.340301153909548
"263",19480131,0.962257,0.961095,19480130,1.012821,0.274050514154291,0.272511999290334
"264",19480228,0.959768,0.952218,19480227,0.991561,0.260031118992843,0.250119103851272
"265",19480331,1.08144,1.077022,19480331,0.995745,0.41372705263848,0.40795156244156
"266",19480430,1.030821,1.028537,19480430,1.017094,0.370589780629746,0.367552951675971
"267",19480528,1.084014,1.077523,19480528,1.004202,0.447372127343665,0.438705364295782
"268",19480630,1.007665,1.003687,19480630,1.008368,0.356689747689349,0.35133388853347
"269",19480730,0.947704,0.946856,19480730,1.012448,0.291843217643369,0.290687283882868
"270",19480831,1.015539,1.008123,19480831,1.004098,0.389984009735677,0.379833615298635
"271",19480930,0.972984,0.968841,19480930,1,0.331738319974573,0.326067731496597
"272",19481030,1.070041,1.067023,19481029,0.995918,0.458603321361747,0.454489399723352
"273",19481130,0.901668,0.890061,19481130,0.991803,0.219014451211668,0.20332231093918
"274",19481231,1.035952,1.029719,19481231,0.995868,0.394773244682107,0.386381329193645
"275",19490131,1.002676,1.001377,19490131,0.995851,0.344370451440136,0.342628774950003
"276",19490228,0.968361,0.958528,19490228,0.991667,0.287542252980626,0.274468200046277
"277",19490331,1.033981,1.029349,19490331,1,0.374791246528062,0.36863249404236
"278",19490430,0.981309,0.978283,19490429,1.004202,0.310240633655045,0.306200328147361
"279",19490531,0.970577,0.962208,19490531,0.995816,0.290489208743756,0.27936169986195
"280",19490630,1.001744,0.996731,19490630,1.004202,0.337525940399915,0.330832596053231
"281",19490729,1.062732,1.061657,19490729,0.991632,0.407083124946321,0.405659798689732
"282",19490831,1.0218,1.011738,19490831,1.004219,0.35859599232831,0.345217451640497
"283",19490930,1.027415,1.024293,19490930,1.004202,0.371801946690073,0.367633460073111
"284",19491031,1.02978,1.028437,19491031,0.991632,0.363454026118381,0.361675861115101
"285",19491130,1.020738,1.000482,19491130,1.004219,0.357184099302174,0.33025150630038
"286",19491231,1.050984,1.046034,19491230,0.991597,0.385657154517554,0.379130886834257
"287",19500131,1.019703,1.018245,19500131,0.995763,0.338718811302332,0.336804673531943
"288",19500228,1.019603,1.009975,19500228,1,0.338587526132895,0.325947390019518
"289",19500331,1.008185,1.003542,19500331,1.004255,0.329229292361844,0.323107785292768
"290",19500429,1.045887,1.044493,19500428,1,0.378937037250556,0.377099134848167
"291",19500531,1.046902,1.03759,19500531,1.004237,0.386123477938499,0.373794165522855
"292",19500630,0.945776,0.942151,19500630,1.004219,0.257513376125359,0.252693539305166
"293",19500731,1.016981,1.015875,19500731,1.012605,0.369232600485782,0.367743515383762
"294",19500831,1.048063,1.031526,19500831,1.008299,0.422791026326642,0.400341330838524
"295",19500929,1.059466,1.05651,19500929,1.004115,0.44418957946296,0.440160168045422
"296",19501031,1.005084,1.003425,19501031,1.008197,0.381290240339537,0.37901027119395
"297",19501130,1.02243,0.999927,19501130,1.004065,0.410840754076079,0.379789093337472
"298",19501230,1.055425,1.051025,19501229,1.012146,0.474059291539973,0.467914031684677
"299",19510131,1.065105,1.063309,19510131,1.016,0.51138012503317,0.508831607558781
"300",19510228,1.014546,1.004185,19510228,1.011811,0.456640641378158,0.44176477208754
"301",19510331,0.982516,0.980294,19510330,1.003891,0.416142224720861,0.41293956133082
"302",19510430,1.049108,1.047903,19510430,1,0.512124115121233,0.510387297216193
"303",19510531,0.970021,0.959083,19510531,1.003876,0.403551810331226,0.387725297604798
"304",19510629,0.974152,0.971814,19510629,1,0.409529075285777,0.406146154573179
"305",19510731,1.070935,1.070014,19510731,1,0.549567234108408,0.548234612219485
"306",19510831,1.05022,1.038396,19510831,1,0.519594093577418,0.502485601487704
"307",19510928,1.002868,1.001195,19510928,1.007722,0.462284329965947,0.459844924496799
"308",19511031,0.986679,0.984912,19511031,1.003831,0.44419068838817,0.441604350839299
"309",19511130,1.011388,0.997426,19511130,1.007634,0.491658012193248,0.471065985032315
"310",19511231,1.041815,1.038467,19511231,1.003788,0.542354036257403,0.537397492808336
"311",19520131,1.017768,1.016303,19520131,1,0.50675367773897,0.504584819867738
"312",19520229,0.974759,0.964257,19520229,0.992453,0.432190111526088,0.416759773820822
"313",19520331,1.052805,1.050655,19520331,1,0.546861234792624,0.543702291156524
"314",19520430,0.958577,0.956732,19520430,1.003802,0.413769076630615,0.411047955691574
"315",19520529,1.033698,1.023274,19520529,1,0.524562207287379,0.50918824269737
"316",19520630,1.047832,1.045795,19520630,1.003788,0.551261916168297,0.548246241400552
"317",19520731,1.019129,1.017659,19520731,1.007547,0.520155262861939,0.517962578484979
"318",19520829,0.994326,0.984993,19520829,1,0.483158561772318,0.469237253411659
"319",19520930,0.981915,0.979902,19520930,1,0.464646040818268,0.461643405681656
"320",19521031,1.00032,0.998756,19521031,1,0.492099344191025,0.489766447343701
"321",19521128,1.061382,1.048273,19521128,1,0.583180768290306,0.563627095162706
"322",19521231,1.038215,1.035725,19521231,1,0.548624360833818,0.544910221991212
"323",19530130,0.993793,0.993205,19530130,0.996255,0.47681207582343,0.475938286713842
"324",19530227,0.99246,0.982196,19530227,0.996241,0.469287299524762,0.454091961836269
"325",19530331,0.977712,0.975632,19530331,1.003774,0.452916314500795,0.449825357312827
"326",19530430,0.974692,0.973168,19530430,1,0.448428482429804,0.446163761874774
"327",19530529,1.007401,0.99727,19530529,1.003759,0.502662625828557,0.487550991968486
