caldt,cpiret,cpiind
20170929,0.005295,580.8
20171031,-0.000632,580.4
20171130,0.000024,580.4
20171229,-0.000588,580.1
20180131,0.005448,583.2
20180228,0.004535,585.9
20180329,0.002261,587.2
20180430,0.003975,589.5
20180531,0.004159,592.0
20180629,0.001594,592.9
20180731,0.000067,593.0
20180831,0.000556,593.3
20180928,0.001162,594.0
20181031,0.001767,595.0
20181130,-0.003349,593.0
20181231,-0.003194,591.1
20190131,0.001907,592.3
20190228,0.004227,594.8
20190329,0.005641,598.1
20190430,0.005295,601.3
20190531,0.002129,602.6
20190628,0.000199,602.7
20190731,0.001671,603.7
20190830,-0.000051,603.7
20190930,0.000783,604.1
20191031,0.002286,605.5
20191129,-0.000536,605.2
20191231,-0.000910,604.6
